module	matched_panel_gene	random_gene
random_matched_192	TSHR	MUC1
random_matched_193	DIO1	TDG
random_matched_193	FOXE1	TOR1AIP2
random_matched_193	NKX2-1	RNF187
random_matched_193	PAX8	SKP1
random_matched_193	SLC5A5	MSC
random_matched_193	TG	IGKC
random_matched_193	TPO	PLPP3
random_matched_193	TSHR	NPNT
random_matched_194	DIO1	GLI4
random_matched_194	FOXE1	NDUFS3
random_matched_194	NKX2-1	C4orf3
random_matched_194	PAX8	C19orf33
random_matched_194	SLC5A5	SCN2B
random_matched_194	TG	IGHG1
random_matched_194	TPO	S100A1
random_matched_194	TSHR	PERP
random_matched_195	DIO1	MAPK12
random_matched_195	FOXE1	COA8
random_matched_195	NKX2-1	SNRPC
random_matched_195	PAX8	IFI27
random_matched_195	SLC5A5	SDCBP2-AS1
random_matched_195	TG	HNRNPK
random_matched_195	TPO	PRSS23
random_matched_195	TSHR	NDUFAB1
random_matched_196	DIO1	PCDH7
random_matched_196	FOXE1	TAF7
random_matched_196	NKX2-1	PDCD4
random_matched_196	PAX8	EIF3K
random_matched_196	SLC5A5	ATP6V1E2
random_matched_196	TG	TNFRSF12A
random_matched_196	TPO	COX7A2
random_matched_196	TSHR	HCFC1R1
random_matched_197	DIO1	SLC7A11
random_matched_197	FOXE1	ATP13A3
random_matched_197	NKX2-1	CAMK2N1
random_matched_197	PAX8	EIF5A
random_matched_197	SLC5A5	ALDH1L2
random_matched_197	TG	SDC4
random_matched_197	TPO	ID3
random_matched_197	TSHR	EGR1
random_matched_198	DIO1	TMEM132A
random_matched_198	FOXE1	HAX1
random_matched_198	NKX2-1	EIF2S2
random_matched_198	PAX8	EIF5A
random_matched_198	SLC5A5	AC091271.1
random_matched_198	TG	ZFP36L1
random_matched_198	TPO	MDK
random_matched_198	TSHR	MRPL41
random_matched_199	DIO1	TMEM19
random_matched_199	FOXE1	KLHDC2
random_matched_199	NKX2-1	COPE
random_matched_199	PAX8	CD44
random_matched_199	SLC5A5	WDFY4
random_matched_199	TG	IFITM3
random_matched_199	TPO	ATP5F1B
random_matched_199	TSHR	FAAP20
random_matched_200	DIO1	CSTF2T
random_matched_200	FOXE1	GNG10
random_matched_200	NKX2-1	RNF187
random_matched_200	PAX8	C9orf16
random_matched_200	SLC5A5	ZNF684
random_matched_200	TG	ASAH1
random_matched_200	TPO	PHPT1
random_matched_200	TSHR	CCT7
random_matched_201	DIO1	AURKB
random_matched_201	FOXE1	NSMCE1
random_matched_201	NKX2-1	CDH1
random_matched_201	PAX8	CD9
random_matched_201	SLC5A5	DENND1C
random_matched_201	TG	ROMO1
random_matched_201	TPO	GABARAP
random_matched_201	TSHR	PGAM1
random_matched_202	DIO1	TTC31
random_matched_202	FOXE1	TMEM30B
random_matched_202	NKX2-1	TXNDC17
random_matched_202	PAX8	HMGA1
random_matched_202	SLC5A5	KCNN3
random_matched_202	TG	ATP5ME
random_matched_202	TPO	SELENOM
random_matched_202	TSHR	CNN3
random_matched_203	DIO1	PDLIM3
random_matched_203	FOXE1	MMP15
random_matched_203	NKX2-1	SELENOP
random_matched_203	PAX8	COX5B
random_matched_203	SLC5A5	GVQW3
random_matched_203	TG	EDF1
random_matched_203	TPO	SLC25A3
random_matched_203	TSHR	EMC10
random_matched_204	DIO1	PROCR
random_matched_204	FOXE1	SLC25A11
random_matched_204	NKX2-1	YWHAQ
random_matched_204	PAX8	EIF4G2
random_matched_204	SLC5A5	BX664727.3
random_matched_204	TG	LDHB
random_matched_204	TPO	SPINT2
random_matched_204	TSHR	UBE2V1
random_matched_205	DIO1	CAPN5
random_matched_205	FOXE1	DHX9
random_matched_205	NKX2-1	SAP18
random_matched_205	PAX8	DDT
random_matched_205	SLC5A5	OLR1
random_matched_205	TG	DUSP1
random_matched_205	TPO	SOD1
random_matched_205	TSHR	UPK3BL1
random_matched_206	DIO1	TIAM1
random_matched_206	FOXE1	ARHGEF12
random_matched_206	NKX2-1	SELENOF
random_matched_206	PAX8	A2M
random_matched_206	SLC5A5	ALDH1L2
random_matched_206	TG	CXCL14
random_matched_206	TPO	CUTA
random_matched_206	TSHR	EID1
random_matched_207	DIO1	COLEC12
random_matched_207	FOXE1	NSMCE1
random_matched_207	NKX2-1	SNRPC
random_matched_207	PAX8	MGST1
random_matched_207	SLC5A5	KRT81
random_matched_207	TG	PTMS
random_matched_207	TPO	ATP5MD
random_matched_207	TSHR	S100A14
random_matched_208	DIO1	KANSL2
random_matched_208	FOXE1	C18orf32
random_matched_208	NKX2-1	IFITM2
random_matched_208	PAX8	CRYAB
random_matched_208	SLC5A5	AL356599.1
random_matched_208	TG	CD151
random_matched_208	TPO	SDC4
random_matched_208	TSHR	PTTG1IP
random_matched_209	DIO1	CENPN
random_matched_209	FOXE1	GNG11
random_matched_209	NKX2-1	EID1
random_matched_209	PAX8	LMNA
random_matched_209	SLC5A5	WDFY4
random_matched_209	TG	ATP5MPL
random_matched_209	TPO	AP2S1
random_matched_209	TSHR	AEBP1
random_matched_210	DIO1	C2
random_matched_210	FOXE1	H1F0
random_matched_210	NKX2-1	HIGD2A
random_matched_210	PAX8	ID3
random_matched_210	SLC5A5	MSC
random_matched_210	TG	GNG5
random_matched_210	TPO	DSTN
random_matched_210	TSHR	TOMM6
random_matched_211	DIO1	AUTS2
random_matched_211	FOXE1	CLDN5
random_matched_211	NKX2-1	TOMM5
random_matched_211	PAX8	AP2S1
random_matched_211	SLC5A5	NPIPB2
random_matched_211	TG	BTF3
random_matched_211	TPO	COX6B1
random_matched_211	TSHR	GRINA
random_matched_212	DIO1	SLC7A11
random_matched_212	FOXE1	FAM200B
random_matched_212	NKX2-1	TIMP2
random_matched_212	PAX8	EPCAM
random_matched_212	SLC5A5	PEG3
random_matched_212	TG	NDUFA3
random_matched_212	TPO	SERPINH1
random_matched_212	TSHR	CTNNA1
random_matched_213	DIO1	TTI1
random_matched_213	FOXE1	IER3IP1
random_matched_213	NKX2-1	TOMM20
random_matched_213	PAX8	NDUFS5
random_matched_213	SLC5A5	ZNF792
random_matched_213	TG	CIRBP
random_matched_213	TPO	CCND1
random_matched_213	TSHR	PGAM1
random_matched_214	DIO1	MTRNR2L8
random_matched_214	FOXE1	CNIH4
random_matched_214	NKX2-1	TOMM20
random_matched_214	PAX8	CCND1
random_matched_214	SLC5A5	ZNF365
random_matched_214	TG	ATP5F1B
random_matched_214	TPO	COL1A2
random_matched_214	TSHR	PTBP1
random_matched_215	DIO1	TMEM164
random_matched_215	FOXE1	RWDD1
random_matched_215	NKX2-1	ATP5PD
random_matched_215	PAX8	FIS1
random_matched_215	SLC5A5	THSD1
random_matched_215	TG	HLA-DRA
random_matched_215	TPO	TSC22D1
random_matched_215	TSHR	ECE1
random_matched_216	DIO1	CIITA
random_matched_216	FOXE1	NR1H2
random_matched_216	NKX2-1	STMN1
random_matched_216	PAX8	SKP1
random_matched_216	SLC5A5	LMNTD2
random_matched_216	TG	TPI1
random_matched_216	TPO	GABARAP
random_matched_216	TSHR	EIF3D
random_matched_217	DIO1	GFRA2
random_matched_217	FOXE1	ILVBL
random_matched_217	NKX2-1	FAAP20
random_matched_217	PAX8	MDK
random_matched_217	SLC5A5	SIT1
random_matched_217	TG	CIRBP
random_matched_217	TPO	C1QA
random_matched_217	TSHR	SLC25A5
random_matched_218	DIO1	LMCD1
random_matched_218	FOXE1	MBTPS1
random_matched_218	NKX2-1	TRIM28
random_matched_218	PAX8	NDUFB9
random_matched_218	SLC5A5	HOTAIRM1
random_matched_218	TG	IGFBP5
random_matched_218	TPO	HMGA1
random_matched_218	TSHR	SSR2
random_matched_219	DIO1	TIE1
random_matched_219	FOXE1	EMC7
random_matched_219	NKX2-1	RAB7A
random_matched_219	PAX8	NDUFB7
random_matched_219	SLC5A5	GVQW3
random_matched_219	TG	CLDN4
random_matched_219	TPO	HLA-DRA
random_matched_219	TSHR	CSNK2B
random_matched_220	DIO1	EPG5
random_matched_220	FOXE1	ITGB1BP1
random_matched_220	NKX2-1	MFGE8
random_matched_220	PAX8	PDIA3
random_matched_220	SLC5A5	P2RY8
random_matched_220	TG	HMGB1
random_matched_220	TPO	COMMD6
random_matched_220	TSHR	ATP5MC1
random_matched_221	DIO1	TEDC1
random_matched_221	FOXE1	LPCAT2
random_matched_221	NKX2-1	STMN1
random_matched_221	PAX8	PRDX6
random_matched_221	SLC5A5	AC018645.3
random_matched_221	TG	CLIC1
random_matched_221	TPO	BRI3
random_matched_221	TSHR	TMEM219
random_matched_222	DIO1	COLEC12
random_matched_222	FOXE1	DDAH1
random_matched_222	NKX2-1	EIF3D
random_matched_222	PAX8	CALM1
random_matched_222	SLC5A5	HIC2
random_matched_222	TG	CD99
random_matched_222	TPO	HMGN2
random_matched_222	TSHR	PRKAR1A
random_matched_223	DIO1	TLCD3A
random_matched_223	FOXE1	DDAH1
random_matched_223	NKX2-1	APMAP
random_matched_223	PAX8	ATP5F1D
random_matched_223	SLC5A5	BNC1
random_matched_223	TG	HLA-DRB1
random_matched_223	TPO	COL1A2
random_matched_223	TSHR	CCT7
random_matched_224	DIO1	FAM110B
random_matched_224	FOXE1	AKT2
random_matched_224	NKX2-1	DUSP6
random_matched_224	PAX8	NDUFC2
random_matched_224	SLC5A5	PRELID3A
random_matched_224	TG	PPDPF
random_matched_224	TPO	HMGN2
random_matched_224	TSHR	MRFAP1
random_matched_225	DIO1	RUNX2
random_matched_225	FOXE1	RGS10
random_matched_225	NKX2-1	SEC11A
random_matched_225	PAX8	NORAD
random_matched_225	SLC5A5	AC092171.5
random_matched_225	TG	SLC25A6
random_matched_225	TPO	NDUFA11
random_matched_225	TSHR	PGK1
random_matched_226	DIO1	MS4A4A
random_matched_226	FOXE1	MEAF6
random_matched_226	NKX2-1	PRNP
random_matched_226	PAX8	DSTN
random_matched_226	SLC5A5	CBWD6
random_matched_226	TG	EEF1B2
random_matched_226	TPO	BSG
random_matched_226	TSHR	MICOS10
random_matched_227	DIO1	DSC2
random_matched_227	FOXE1	MGMT
random_matched_227	NKX2-1	LINC01578
random_matched_227	PAX8	PTMS
random_matched_227	SLC5A5	NFAM1
random_matched_227	TG	CALR
random_matched_227	TPO	COL6A1
random_matched_227	TSHR	STAT1
random_matched_228	DIO1	ENC1
random_matched_228	FOXE1	NOTCH3
random_matched_228	NKX2-1	RCN1
random_matched_228	PAX8	RAC1
random_matched_228	SLC5A5	RASGEF1A
random_matched_228	TG	KRT7
random_matched_228	TPO	ID3
random_matched_228	TSHR	CLDN7
random_matched_229	DIO1	ZNF514
random_matched_229	FOXE1	PRKDC
random_matched_229	NKX2-1	NDFIP1
random_matched_229	PAX8	YWHAE
random_matched_229	SLC5A5	SEC61A2
random_matched_229	TG	PRDX1
random_matched_229	TPO	SLC25A3
random_matched_229	TSHR	C4orf3
random_matched_230	DIO1	CENPN
random_matched_230	FOXE1	ERCC1
random_matched_230	NKX2-1	MORF4L2
random_matched_230	PAX8	HLA-DRB1
random_matched_230	SLC5A5	USP2
random_matched_230	TG	DUSP1
random_matched_230	TPO	CRIP2
random_matched_230	TSHR	SNRPD3
random_matched_231	DIO1	QSOX2
random_matched_231	FOXE1	PPP1R7
random_matched_231	NKX2-1	WDR1
random_matched_231	PAX8	ANXA5
random_matched_231	SLC5A5	ZNF707
random_matched_231	TG	YWHAZ
random_matched_231	TPO	DYNLL1
random_matched_231	TSHR	SLC3A2
random_matched_232	DIO1	PAPSS2
random_matched_232	FOXE1	ZSCAN18
random_matched_232	NKX2-1	CCT7
random_matched_232	PAX8	ATP6V0E1
random_matched_232	SLC5A5	NPFF
random_matched_232	TG	POLR2L
random_matched_232	TPO	TXN
random_matched_232	TSHR	HLA-DQB1
random_matched_233	DIO1	MS4A4A
random_matched_233	FOXE1	DYNC1LI2
random_matched_233	NKX2-1	NDUFV1
random_matched_233	PAX8	ATP1A1
random_matched_233	SLC5A5	PARD6A
random_matched_233	TG	NDUFA3
random_matched_233	TPO	CHCHD2
random_matched_233	TSHR	ATRAID
random_matched_234	DIO1	AUH
random_matched_234	FOXE1	ANP32A
random_matched_234	NKX2-1	ATP5PD
random_matched_234	PAX8	H2AFZ
random_matched_234	SLC5A5	IL21R
random_matched_234	TG	BEX3
random_matched_234	TPO	SNHG6
random_matched_234	TSHR	ARPC4
random_matched_235	DIO1	PROSER2
random_matched_235	FOXE1	DDX1
random_matched_235	NKX2-1	PSMB5
random_matched_235	PAX8	SERPINH1
random_matched_235	SLC5A5	MSC
random_matched_235	TG	HLA-DRA
random_matched_235	TPO	ATP5ME
random_matched_235	TSHR	TMEM141
random_matched_236	DIO1	EXOSC9
random_matched_236	FOXE1	SMIM1
random_matched_236	NKX2-1	ATP5PD
random_matched_236	PAX8	BLOC1S1
random_matched_236	SLC5A5	PARD6A
random_matched_236	TG	S100A13
random_matched_236	TPO	COL6A1
random_matched_236	TSHR	TUBA1C
random_matched_237	DIO1	EPHB2
random_matched_237	FOXE1	EMC6
random_matched_237	NKX2-1	CIB1
random_matched_237	PAX8	SNRPD2
random_matched_237	SLC5A5	PLD6
random_matched_237	TG	RNASEK
random_matched_237	TPO	NDUFB7
random_matched_237	TSHR	HLA-DQB1
random_matched_238	DIO1	TK1
random_matched_238	FOXE1	ORMDL3
random_matched_238	NKX2-1	C11orf58
random_matched_238	PAX8	EPCAM
random_matched_238	SLC5A5	AL162458.1
random_matched_238	TG	SDC4
random_matched_238	TPO	DSTN
random_matched_238	TSHR	COL18A1
random_matched_239	DIO1	LRATD1
random_matched_239	FOXE1	NCOR1
random_matched_239	NKX2-1	PTTG1IP
random_matched_239	PAX8	DDX17
random_matched_239	SLC5A5	CDC7
random_matched_239	TG	ZFAS1
random_matched_239	TPO	SKP1
random_matched_239	TSHR	DAP
random_matched_240	DIO1	SP110
random_matched_240	FOXE1	GNG11
random_matched_240	NKX2-1	TXNDC17
random_matched_240	PAX8	ATP1A1
random_matched_240	SLC5A5	SLC6A20
random_matched_240	TG	SPARC
random_matched_240	TPO	NOP53
random_matched_240	TSHR	PDLIM4
random_matched_241	DIO1	TIAM1
random_matched_241	FOXE1	CKLF
random_matched_241	NKX2-1	SELENOF
random_matched_241	PAX8	NEDD8
random_matched_241	SLC5A5	PPP3CB-AS1
random_matched_241	TG	ZFAS1
random_matched_241	TPO	CTNNB1
random_matched_241	TSHR	SORD
random_matched_242	DIO1	POLA2
random_matched_242	FOXE1	RTCB
random_matched_242	NKX2-1	CNN3
random_matched_242	PAX8	NDUFS8
random_matched_242	SLC5A5	LMNTD2
random_matched_242	TG	TSC22D1
random_matched_242	TPO	EIF4G2
random_matched_242	TSHR	ATP6V1F
random_matched_243	DIO1	POLR3A
random_matched_243	FOXE1	G3BP2
random_matched_243	NKX2-1	PGAM1
random_matched_243	PAX8	COX6B1
random_matched_243	SLC5A5	ZNF396
random_matched_243	TG	MYL12A
random_matched_243	TPO	MTCH1
random_matched_243	TSHR	SAP18
random_matched_244	DIO1	TMPRSS2
random_matched_244	FOXE1	TMX2
random_matched_244	NKX2-1	SEC11A
random_matched_244	PAX8	AP2S1
random_matched_244	SLC5A5	AC138150.2
random_matched_244	TG	PARK7
random_matched_244	TPO	SNHG5
random_matched_244	TSHR	NDUFAB1
random_matched_245	DIO1	NANOS1
random_matched_245	FOXE1	AHR
random_matched_245	NKX2-1	PSMA1
random_matched_245	PAX8	GNG5
random_matched_245	SLC5A5	KIF14
random_matched_245	TG	LDHB
random_matched_245	TPO	EDF1
random_matched_245	TSHR	MRPL20
random_matched_246	DIO1	CENPW
random_matched_246	FOXE1	CYFIP1
random_matched_246	NKX2-1	AK1
random_matched_246	PAX8	BANF1
random_matched_246	SLC5A5	KIAA1549
random_matched_246	TG	PPDPF
random_matched_246	TPO	LDHB
random_matched_246	TSHR	ALKBH7
random_matched_247	DIO1	TMEM164
random_matched_247	FOXE1	MAPK1IP1L
random_matched_247	NKX2-1	DDX39B
random_matched_247	PAX8	PLXNB2
random_matched_247	SLC5A5	AC015802.6
random_matched_247	TG	LGALS1
random_matched_247	TPO	IGFBP6
random_matched_247	TSHR	S100A14
random_matched_248	DIO1	EIF3J-DT
random_matched_248	FOXE1	UFD1
random_matched_248	NKX2-1	ATP6V1F
random_matched_248	PAX8	TPI1
random_matched_248	SLC5A5	AL137186.2
random_matched_248	TG	IGFBP5
random_matched_248	TPO	TAGLN2
random_matched_248	TSHR	HSPD1
random_matched_249	DIO1	ITGBL1
random_matched_249	FOXE1	GNPTG
random_matched_249	NKX2-1	SNHG32
random_matched_249	PAX8	COL6A1
random_matched_249	SLC5A5	C7orf31
random_matched_249	TG	EIF4A1
random_matched_249	TPO	SFTPB
random_matched_249	TSHR	PTBP1
random_matched_250	DIO1	GSKIP
random_matched_250	FOXE1	DCAF11
random_matched_250	NKX2-1	PHB2
random_matched_250	PAX8	TXN
random_matched_250	SLC5A5	CLCN2
random_matched_250	TG	TLE5
random_matched_250	TPO	FCGBP
random_matched_250	TSHR	PRNP
