module	matched_panel_gene	random_gene
random_matched_193	SLC5A5	HSPA12A
random_matched_193	TG	DDX17
random_matched_193	TPO	SPINT2
random_matched_193	TSHR	SUB1
random_matched_194	DIO1	NAGLU
random_matched_194	FOXE1	GNL1
random_matched_194	NKX2-1	PER1
random_matched_194	PAX8	ARL6IP4
random_matched_194	SLC5A5	SRPK1
random_matched_194	TG	TFF3
random_matched_194	TPO	CTSB
random_matched_194	TSHR	CIB1
random_matched_195	DIO1	POLR2H
random_matched_195	FOXE1	EIF4EBP2
random_matched_195	NKX2-1	ECE1
random_matched_195	PAX8	NDUFB2
random_matched_195	SLC5A5	ZBTB42
random_matched_195	TG	CLIC1
random_matched_195	TPO	HSPA5
random_matched_195	TSHR	MRPL41
random_matched_196	DIO1	DIAPH1
random_matched_196	FOXE1	MUC1
random_matched_196	NKX2-1	ESAM
random_matched_196	PAX8	JUNB
random_matched_196	SLC5A5	ARHGAP22
random_matched_196	TG	MYL9
random_matched_196	TPO	C1QB
random_matched_196	TSHR	EIF3L
random_matched_197	DIO1	RCN2
random_matched_197	FOXE1	SIRT2
random_matched_197	NKX2-1	PSMC3
random_matched_197	PAX8	HSP90AB1
random_matched_197	SLC5A5	GDF15
random_matched_197	TG	NME2
random_matched_197	TPO	COX6C
random_matched_197	TSHR	H1FX
random_matched_198	DIO1	PXDC1
random_matched_198	FOXE1	MCRIP2
random_matched_198	NKX2-1	IRF9
random_matched_198	PAX8	COX8A
random_matched_198	SLC5A5	DUSP15
random_matched_198	TG	LAMTOR4
random_matched_198	TPO	SNHG29
random_matched_198	TSHR	SEC11C
random_matched_199	DIO1	ABRACL
random_matched_199	FOXE1	PTK2B
random_matched_199	NKX2-1	SNX17
random_matched_199	PAX8	CHCHD10
random_matched_199	SLC5A5	NUP37
random_matched_199	TG	DUSP1
random_matched_199	TPO	CFL1
random_matched_199	TSHR	RBIS
random_matched_200	DIO1	MPC1
random_matched_200	FOXE1	BTN3A1
random_matched_200	NKX2-1	NPDC1
random_matched_200	PAX8	SDC2
random_matched_200	SLC5A5	ZNF131
random_matched_200	TG	P4HB
random_matched_200	TPO	ATP5MPL
random_matched_200	TSHR	COX7B
random_matched_201	DIO1	UQCC3
random_matched_201	FOXE1	HEXD
random_matched_201	NKX2-1	RBCK1
random_matched_201	PAX8	WDR83OS
random_matched_201	SLC5A5	NAA80
random_matched_201	TG	SORD
random_matched_201	TPO	HSP90AB1
random_matched_201	TSHR	ARF1
random_matched_202	DIO1	PPP5C
random_matched_202	FOXE1	ZFYVE21
random_matched_202	NKX2-1	SH3BGRL
random_matched_202	PAX8	TAPBP
random_matched_202	SLC5A5	PIGX
random_matched_202	TG	NR4A1
random_matched_202	TPO	UQCR11
random_matched_202	TSHR	RRBP1
random_matched_203	DIO1	PLEKHA2
random_matched_203	FOXE1	PXN
random_matched_203	NKX2-1	PSMB5
random_matched_203	PAX8	CCL21
random_matched_203	SLC5A5	AGO4
random_matched_203	TG	CRYAB
random_matched_203	TPO	PKM
random_matched_203	TSHR	HNRNPC
random_matched_204	DIO1	MMP9
random_matched_204	FOXE1	FGL2
random_matched_204	NKX2-1	TPM1
random_matched_204	PAX8	CCL19
random_matched_204	SLC5A5	DUS3L
random_matched_204	TG	IGFBP4
random_matched_204	TPO	KRT18
random_matched_204	TSHR	COL6A2
random_matched_205	DIO1	FAAH
random_matched_205	FOXE1	ATP6V1D
random_matched_205	NKX2-1	ECHDC2
random_matched_205	PAX8	C3
random_matched_205	SLC5A5	YAE1
random_matched_205	TG	RACK1
random_matched_205	TPO	NME2
random_matched_205	TSHR	CALM3
random_matched_206	DIO1	AKNA
random_matched_206	FOXE1	PRXL2A
random_matched_206	NKX2-1	TPM1
random_matched_206	PAX8	APOC1
random_matched_206	SLC5A5	ZNF548
random_matched_206	TG	GABARAP
random_matched_206	TPO	H3F3A
random_matched_206	TSHR	NEDD8
random_matched_207	DIO1	SLC25A23
random_matched_207	FOXE1	ACAP1
random_matched_207	NKX2-1	SNRNP200
random_matched_207	PAX8	CD9
random_matched_207	SLC5A5	RTEL1
random_matched_207	TG	JCHAIN
random_matched_207	TPO	HINT1
random_matched_207	TSHR	HLA-DQA2
random_matched_208	DIO1	SYK
random_matched_208	FOXE1	PRSS23
random_matched_208	NKX2-1	VSIR
random_matched_208	PAX8	COX4I1
random_matched_208	SLC5A5	NRF1
random_matched_208	TG	SPINT2
random_matched_208	TPO	IYD
random_matched_208	TSHR	TSPO
random_matched_209	DIO1	RASD1
random_matched_209	FOXE1	MSL1
random_matched_209	NKX2-1	SURF4
random_matched_209	PAX8	ID1
random_matched_209	SLC5A5	MPDZ
random_matched_209	TG	MT2A
random_matched_209	TPO	SARAF
random_matched_209	TSHR	ARHGDIA
random_matched_210	DIO1	POMGNT1
random_matched_210	FOXE1	ATP13A4
random_matched_210	NKX2-1	XRCC5
random_matched_210	PAX8	TOMM7
random_matched_210	SLC5A5	CNOT4
random_matched_210	TG	EEF1B2
random_matched_210	TPO	C1R
random_matched_210	TSHR	C9orf16
random_matched_211	DIO1	ARRDC2
random_matched_211	FOXE1	CAMLG
random_matched_211	NKX2-1	MARCKS
random_matched_211	PAX8	S100A11
random_matched_211	SLC5A5	INIP
random_matched_211	TG	TSTD1
random_matched_211	TPO	CD24
random_matched_211	TSHR	DDX3X
random_matched_212	DIO1	BTN3A2
random_matched_212	FOXE1	NOTCH3
random_matched_212	NKX2-1	CTTN
random_matched_212	PAX8	GABARAP
random_matched_212	SLC5A5	JAG2
random_matched_212	TG	MT2A
random_matched_212	TPO	HNRNPK
random_matched_212	TSHR	GTF2I
random_matched_213	DIO1	VPS35
random_matched_213	FOXE1	S100A16
random_matched_213	NKX2-1	KCNJ16
random_matched_213	PAX8	SKP1
random_matched_213	SLC5A5	BTNL9
random_matched_213	TG	CTSB
random_matched_213	TPO	COPS9
random_matched_213	TSHR	CNBP
random_matched_214	DIO1	PODXL
random_matched_214	FOXE1	ANKRD13D
random_matched_214	NKX2-1	MOB1A
random_matched_214	PAX8	H3F3B
random_matched_214	SLC5A5	NOP14-AS1
random_matched_214	TG	PHPT1
random_matched_214	TPO	C1QB
random_matched_214	TSHR	LRPAP1
random_matched_215	DIO1	ANKRD12
random_matched_215	FOXE1	GLB1
random_matched_215	NKX2-1	MOB1A
random_matched_215	PAX8	TAGLN2
random_matched_215	SLC5A5	PRPF4
random_matched_215	TG	VMP1
random_matched_215	TPO	MTCH1
random_matched_215	TSHR	ARHGDIA
random_matched_216	DIO1	ABRACL
random_matched_216	FOXE1	GOLGB1
random_matched_216	NKX2-1	SSNA1
random_matched_216	PAX8	PRDX1
random_matched_216	SLC5A5	NUP37
random_matched_216	TG	NDUFA11
random_matched_216	TPO	EGR1
random_matched_216	TSHR	IL32
random_matched_217	DIO1	KLHDC3
random_matched_217	FOXE1	MRPL14
random_matched_217	NKX2-1	CAPN1
random_matched_217	PAX8	PABPC1
random_matched_217	SLC5A5	NPHP4
random_matched_217	TG	TMEM258
random_matched_217	TPO	ATP5MF
random_matched_217	TSHR	CAPG
random_matched_218	DIO1	MAPK8IP3
random_matched_218	FOXE1	DDX56
random_matched_218	NKX2-1	CDKN1A
random_matched_218	PAX8	CANX
random_matched_218	SLC5A5	ANKRD52
random_matched_218	TG	NDUFB1
random_matched_218	TPO	CLIC1
random_matched_218	TSHR	GADD45B
random_matched_219	DIO1	ETHE1
random_matched_219	FOXE1	IFI35
random_matched_219	NKX2-1	ARF5
random_matched_219	PAX8	PSME2
random_matched_219	SLC5A5	ACSS3
random_matched_219	TG	MT1X
random_matched_219	TPO	COX6C
random_matched_219	TSHR	MRPL41
random_matched_220	DIO1	HNRNPL
random_matched_220	FOXE1	MRPS16
random_matched_220	NKX2-1	NAA10
random_matched_220	PAX8	PCP4
random_matched_220	SLC5A5	PDIK1L
random_matched_220	TG	COX5B
random_matched_220	TPO	HLA-DRA
random_matched_220	TSHR	ARF1
random_matched_221	DIO1	TMEM9B
random_matched_221	FOXE1	NDUFA4L2
random_matched_221	NKX2-1	CTDNEP1
random_matched_221	PAX8	PSME1
random_matched_221	SLC5A5	CCDC85A
random_matched_221	TG	GPX4
random_matched_221	TPO	CANX
random_matched_221	TSHR	ZFP36L1
random_matched_222	DIO1	EMB
random_matched_222	FOXE1	WTAP
random_matched_222	NKX2-1	PSMA1
random_matched_222	PAX8	IGLC7
random_matched_222	SLC5A5	ARHGAP22
random_matched_222	TG	PKM
random_matched_222	TPO	HMGN2
random_matched_222	TSHR	SERP1
random_matched_223	DIO1	TIMM10
random_matched_223	FOXE1	TOP1
random_matched_223	NKX2-1	TNFRSF1A
random_matched_223	PAX8	WARS
random_matched_223	SLC5A5	ALKBH4
random_matched_223	TG	OAZ1
random_matched_223	TPO	MT2A
random_matched_223	TSHR	CSRP1
random_matched_224	DIO1	SORT1
random_matched_224	FOXE1	CD2
random_matched_224	NKX2-1	TPM4
random_matched_224	PAX8	HLA-DPB1
random_matched_224	SLC5A5	OTULIN
random_matched_224	TG	HLA-C
random_matched_224	TPO	P4HB
random_matched_224	TSHR	CNN2
random_matched_225	DIO1	PEAR1
random_matched_225	FOXE1	PMF1
random_matched_225	NKX2-1	RHOT2
random_matched_225	PAX8	ATP5ME
random_matched_225	SLC5A5	WDR70
random_matched_225	TG	SQSTM1
random_matched_225	TPO	CLIC3
random_matched_225	TSHR	COL1A2
random_matched_226	DIO1	ACAA2
random_matched_226	FOXE1	KIF1C
random_matched_226	NKX2-1	ALDH2
random_matched_226	PAX8	MZT2A
random_matched_226	SLC5A5	LIN7B
random_matched_226	TG	PPIA
random_matched_226	TPO	NDUFB7
random_matched_226	TSHR	NDUFA2
random_matched_227	DIO1	WDR33
random_matched_227	FOXE1	PREB
random_matched_227	NKX2-1	TPM1
random_matched_227	PAX8	ELOB
random_matched_227	SLC5A5	TRIM24
random_matched_227	TG	SNHG29
random_matched_227	TPO	HSP90B1
random_matched_227	TSHR	HNRNPU
random_matched_228	DIO1	PARP6
random_matched_228	FOXE1	MRPS16
random_matched_228	NKX2-1	DNM2
random_matched_228	PAX8	S100A11
random_matched_228	SLC5A5	TMEM44-AS1
random_matched_228	TG	SNHG29
random_matched_228	TPO	IGHG2
random_matched_228	TSHR	SUMO2
random_matched_229	DIO1	PARP6
random_matched_229	FOXE1	C12orf49
random_matched_229	NKX2-1	NAA10
random_matched_229	PAX8	TUBA1B
random_matched_229	SLC5A5	AFMID
random_matched_229	TG	HINT1
random_matched_229	TPO	SELENOW
random_matched_229	TSHR	CLTA
random_matched_230	DIO1	MAN1A2
random_matched_230	FOXE1	ACSF2
random_matched_230	NKX2-1	AFF1
random_matched_230	PAX8	SELENOH
random_matched_230	SLC5A5	PRIMPOL
random_matched_230	TG	COX6A1
random_matched_230	TPO	NDUFA11
random_matched_230	TSHR	ATP6V0B
random_matched_231	DIO1	DIAPH1
random_matched_231	FOXE1	CNPPD1
random_matched_231	NKX2-1	DDAH2
random_matched_231	PAX8	CTSD
random_matched_231	SLC5A5	DUSP15
random_matched_231	TG	NDUFA3
random_matched_231	TPO	C1S
random_matched_231	TSHR	CORO1A
random_matched_232	DIO1	PODXL
random_matched_232	FOXE1	HLA-DRB5
random_matched_232	NKX2-1	TMEM160
random_matched_232	PAX8	MT1F
random_matched_232	SLC5A5	TIGD5
random_matched_232	TG	HNRNPK
random_matched_232	TPO	LAPTM5
random_matched_232	TSHR	EIF3F
random_matched_233	DIO1	FXR1
random_matched_233	FOXE1	BOLA3
random_matched_233	NKX2-1	ARF5
random_matched_233	PAX8	SRRM2
random_matched_233	SLC5A5	ZNF260
random_matched_233	TG	CHCHD10
random_matched_233	TPO	HSP90AA1
random_matched_233	TSHR	LMAN2
random_matched_234	DIO1	MARS
random_matched_234	FOXE1	GRAMD2B
random_matched_234	NKX2-1	MAGED1
random_matched_234	PAX8	COX6C
random_matched_234	SLC5A5	KCNJ8
random_matched_234	TG	EIF4G2
random_matched_234	TPO	PPIA
random_matched_234	TSHR	XIST
random_matched_235	DIO1	MMP9
random_matched_235	FOXE1	FNDC3A
random_matched_235	NKX2-1	MAN2C1
random_matched_235	PAX8	C3
random_matched_235	SLC5A5	IGLV2-8
random_matched_235	TG	TUBB
random_matched_235	TPO	FOSB
random_matched_235	TSHR	ZFP36L1
random_matched_236	DIO1	ARL3
random_matched_236	FOXE1	NOTCH3
random_matched_236	NKX2-1	CTDNEP1
random_matched_236	PAX8	CCL21
random_matched_236	SLC5A5	TGS1
random_matched_236	TG	CCN1
random_matched_236	TPO	HLA-C
random_matched_236	TSHR	TBCA
random_matched_237	DIO1	AL035661.1
random_matched_237	FOXE1	TCEA1
random_matched_237	NKX2-1	CCT7
random_matched_237	PAX8	SNHG5
random_matched_237	SLC5A5	LRRC27
random_matched_237	TG	NDUFA13
random_matched_237	TPO	ATP5MG
random_matched_237	TSHR	HOPX
random_matched_238	DIO1	CSRNP1
random_matched_238	FOXE1	FNDC3A
random_matched_238	NKX2-1	MRPS24
random_matched_238	PAX8	UQCR11
random_matched_238	SLC5A5	SCYL3
random_matched_238	TG	SAT1
random_matched_238	TPO	PRDX1
random_matched_238	TSHR	GNB2
random_matched_239	DIO1	MIR4458HG
random_matched_239	FOXE1	ABCA2
random_matched_239	NKX2-1	ARHGAP45
random_matched_239	PAX8	TUBB
random_matched_239	SLC5A5	TLR4
random_matched_239	TG	UQCRB
random_matched_239	TPO	FOSB
random_matched_239	TSHR	GBP1
random_matched_240	DIO1	SEC24C
random_matched_240	FOXE1	SAFB2
random_matched_240	NKX2-1	INTS11
random_matched_240	PAX8	BSG
random_matched_240	SLC5A5	CHST11
random_matched_240	TG	NDUFB11
random_matched_240	TPO	NDUFB2
random_matched_240	TSHR	CAPNS1
random_matched_241	DIO1	GGA1
random_matched_241	FOXE1	EMC7
random_matched_241	NKX2-1	PLPP1
random_matched_241	PAX8	BSG
random_matched_241	SLC5A5	ZNF737
random_matched_241	TG	RABAC1
random_matched_241	TPO	JUND
random_matched_241	TSHR	ENG
random_matched_242	DIO1	EMB
random_matched_242	FOXE1	PTPRA
random_matched_242	NKX2-1	ATP6V0D1
random_matched_242	PAX8	SELENOH
random_matched_242	SLC5A5	MAGI3
random_matched_242	TG	ATP5MG
random_matched_242	TPO	ZFP36L2
random_matched_242	TSHR	DBI
random_matched_243	DIO1	TMEM54
random_matched_243	FOXE1	SLC39A1
random_matched_243	NKX2-1	CRELD2
random_matched_243	PAX8	EGR1
random_matched_243	SLC5A5	MANSC1
random_matched_243	TG	ATP5MG
random_matched_243	TPO	FOS
random_matched_243	TSHR	ATF4
random_matched_244	DIO1	TGFBI
random_matched_244	FOXE1	ARFRP1
random_matched_244	NKX2-1	MACF1
random_matched_244	PAX8	EPCAM
random_matched_244	SLC5A5	DPH5
random_matched_244	TG	SLC26A7
random_matched_244	TPO	MT1X
random_matched_244	TSHR	HLA-F
random_matched_245	DIO1	IFT57
random_matched_245	FOXE1	SBDS
random_matched_245	NKX2-1	ESD
random_matched_245	PAX8	CLDN3
random_matched_245	SLC5A5	YAE1
random_matched_245	TG	HLA-C
random_matched_245	TPO	HNRNPK
random_matched_245	TSHR	HNRNPU
random_matched_246	DIO1	SLC39A14
random_matched_246	FOXE1	C9orf78
random_matched_246	NKX2-1	NAP1L4
random_matched_246	PAX8	LMNA
random_matched_246	SLC5A5	LINC00205
random_matched_246	TG	TUBB
random_matched_246	TPO	GPX3
random_matched_246	TSHR	LDHB
random_matched_247	DIO1	IFT43
random_matched_247	FOXE1	FAM234A
random_matched_247	NKX2-1	SERPINB6
random_matched_247	PAX8	HSPB1
random_matched_247	SLC5A5	PRKCA
random_matched_247	TG	SH3BGRL3
random_matched_247	TPO	CCL19
random_matched_247	TSHR	MYDGF
random_matched_248	DIO1	GOLGA4
random_matched_248	FOXE1	FGL2
random_matched_248	NKX2-1	DDX24
random_matched_248	PAX8	EEF1D
random_matched_248	SLC5A5	USP28
random_matched_248	TG	PPIB
random_matched_248	TPO	SNHG5
random_matched_248	TSHR	HNRNPU
random_matched_249	DIO1	RASAL3
random_matched_249	FOXE1	SNRPA
random_matched_249	NKX2-1	UFC1
random_matched_249	PAX8	UQCR11
random_matched_249	SLC5A5	MERTK
random_matched_249	TG	SH3BGRL3
random_matched_249	TPO	HNRNPA2B1
random_matched_249	TSHR	DAZAP2
random_matched_250	DIO1	NAA20
random_matched_250	FOXE1	GMPPB
random_matched_250	NKX2-1	VAMP5
random_matched_250	PAX8	GPX4
random_matched_250	SLC5A5	NRF1
random_matched_250	TG	EIF4A1
random_matched_250	TPO	PCBP2
random_matched_250	TSHR	CCL5
