disease	short_form	snp	chr	pos	region	pvalue	or_value	beta	ancestry_initial	pubmed	first_author	year	title	mhc	asian_ancestry
Inflammatory_bowel_disease	MONDO_0005265	rs2852151-A	18	12841177.0	18p11.21	4.9999999999999996e-06	0.7899418		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs531588663-C	4	83131487.0	4q21.22	4.9999999999999996e-06	5.8692627		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs138398338-G	15	95150643.0	15q26.2	4.9999999999999996e-06	3.642073		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs13274119-A	8	142261606.0	8q24.3	4.9999999999999996e-06	1.3886514		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs114269860-A	2	109652531.0	2q13	4.9999999999999996e-06	0.54220563		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs117479720-T	11	10573528.0	11p15.4	4.9999999999999996e-06	1.5376726		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs1024227-C	20	37435565.0	20q11.23	4.9999999999999996e-06	0.24923526		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs440390-C	6	132898100.0	6q23.2	4.9999999999999996e-06	1.7056086		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs144201283-T	4	82099827.0	4q21.22	6e-06	2.1552484		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs143300908-T	20	18085274.0	20p11.23	6e-06	2.0388074		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs2011414-C	3	88267127.0	3p11.1	6e-06	0.79532534		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs10760730-C	9	100610516.0	9q31.1	6e-06	0.77224994		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs12198215-A	6	69238270.0	6q13	7e-06	2.3557236		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs3094672-A	6	31025600.0	6p21.33	7e-06	0.73334795		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	True	False
Inflammatory_bowel_disease	MONDO_0005265	rs61386199-A	1	150752925.0	1q21.3	7e-06	1.326093		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs1610370-A	13	26465197.0	13q12.13	7e-06	0.7964364		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs139421240-C	4	176489673.0	4q34.2	7e-06	2.0554545		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs75871609-A	6	36756957.0	6p21.2	7e-06	1.7272525		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs12155537-T	8	13410064.0	8p22	8e-06	0.72857845		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs7235863-T	18	25943883.0	18q11.2	8e-06	1.8527092		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs1742093-T	14	90705068.0	14q32.11	8e-06	0.7846128		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs12361674-T	11	15733209.0	11p15.2	8e-06	2.0677767		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs12727604-A	1	8305042.0	1p36.23	8e-06	0.7984803		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs9512574-A	13	27199482.0	13q12.13	8e-06	0.79579633		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs879592315-A	5	45442620.0	5p12	9e-06	7.349358		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs16862850-G	1	169958516.0	1q24.2	9e-06	6.439301		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs75277115-A	1	87336992.0	1p22.3	9e-06	1.7663742		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs141705147-T	9	106168159.0	9q31.2	9e-06	1.3071603		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs542858-G	6	117297302.0	6q22.1	1e-05	0.7644161		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs115378818-T	6	32333650.0	6p21.32	4e-18	4.2369304		Hispanic or Latin American	41661118	Beecham AH	2026	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.	True	False
Inflammatory_bowel_disease	MONDO_0005265	rs6740847-A	2	181443625.0	2q31.3	1e-13	1.1		NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs76527535-C	2	241545286.0	2q37.3	3.0000000000000004e-08	1.09		NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs11734570-A	4	38586832.0	4p14	5e-08	1.07		NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs149169037-G	7	20537675.0	7p21.1	3.0000000000000004e-08	1.14		NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs11548656-A	16	81883307.0	16q23.3	4.9999999999999995e-11	1.27		NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs11581607-?	1	67242007.0	1p31.3	5e-111			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs11742570-?	5	40410482.0	5p13.1	4e-40			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs2066844-?	16	50712015.0	16q12.1	1e-38			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs56167332-?	5	159400761.0	5q33.3	3e-38			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs10761659-?	10	62685804.0	10q21.2	2e-36			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs10781499-?	9	136371953.0	9q34.3	4.9999999999999994e-36			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs4409764-?	10	99524480.0	10q24.2	2e-34			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs3197999-?	3	49684099.0	3p21.31	1e-33			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs11236797-?	11	76588605.0	11q13.5	7e-33			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs6927022-?	6	32644620.0	6p21.32	2e-31			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	True	False
Inflammatory_bowel_disease	MONDO_0005265	rs3024505-?	1	206766559.0	1q32.1	6.0000000000000005e-31			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs2836878-?	21	39093608.0	21q22.2	2e-29			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs2823286-?	21	15445619.0	21q21.1	4e-29			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs75900472-?	9	4981601.0	9p24.1	1e-28			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs7608910-?	2	60977721.0	2p16.1	3e-28			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs6752107-?	2	233252802.0	2q37.1	3e-28			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs2188962-?	5	132435113.0	5q31.1	4e-27			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs12946510-?	17	39756124.0	17q12	2e-26			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs6062496-?	20	63697746.0	20q13.33	3e-26			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs2413583-?	22	39263768.0	22q13.1	5e-24			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs7282490-?	21	44195858.0	21q22.3	2e-23			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs11614178-?	12	68114342.0	12q15	4e-23			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs7554511-?	1	200908434.0	1q32.1	1e-21			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs17293632-?	15	67150258.0	15q22.33	2.9999999999999995e-21			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs6426833-?	1	19845367.0	1p36.13	1e-19			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs6017342-?	20	44436388.0	20q13.12	1e-17			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs12942547-?	17	42375526.0	17q21.2	2e-17			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs2024092-?	19	1124032.0	19p13.3	5.0000000000000005e-17			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs80262450-?	18	12818923.0	18p11.21	1e-16			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs4380874-?	7	107839870.0	7q31.1	8e-16			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs148319899-?	12	40346421.0	12q12	3.0000000000000002e-15			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs11741861-?	5	150898347.0	5q33.1	3.0000000000000002e-15			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs2266959-?	22	21568615.0	22q11.21	4e-15			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs12568930-?	1	22375738.0	1p36.12	8e-15			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs4676408-?	2	240634984.0	2q37.3	8e-15			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs1819333-?	6	166960059.0	6q27	9.000000000000001e-15			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs1801274-?	1	161509955.0	1q23.3	9e-14			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs7746082-?	6	105987394.0	6q21	9e-13			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs3766606-?	1	7962137.0	1p36.23	1e-12			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs17694108-?	19	33240645.0	19q13.11	1e-12			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs3091316-?	17	34266955.0	17q12	1e-12			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs78534766-?	16	50301163.0	16q12.1	2e-12			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs28449958-?	16	28517460.0	16p11.2	2e-12			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs921720-?	8	125522429.0	8q24.13	3e-12			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs1042058-?	10	30439172.0	10p11.23	3e-12			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs1250550-?	10	79300560.0	10q22.3	4e-12			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs34779708-?	10	35177257.0	10p11.21	6e-12			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs11879191-?	19	10402235.0	19p13.2	2e-11			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs16940202-?	16	85980635.0	16q24.1	3e-11			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs8005161-?	14	88006251.0	14q31.3	3e-11			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs17780256-?	17	72646784.0	17q24.3	4e-11			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs2488397-?	1	197732149.0	1q31.3	4e-11			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs13001325-?	2	102322576.0	2q12.1	4.9999999999999995e-11			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs1456896-?	7	50264865.0	7p12.2	4.9999999999999995e-11			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs17119-?	6	14719265.0	6p23	9e-11			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs1363907-?	5	96917099.0	5q15	1e-10			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs3851228-?	6	111526988.0	6q21	4e-10			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs395157-?	5	38867630.0	5p13.1	5e-10			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs6863411-?	5	142133639.0	5q31.3	5e-10			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs17085007-?	13	26957130.0	13q12.13	7.000000000000001e-10			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs56116661-?	3	188683372.0	3q28	9e-10			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs1847472-?	6	90263440.0	6q15	2e-09			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs653178-?	12	111569952.0	12q24.12	2e-09			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs11195128-?	10	110426390.0	10q25.2	3.0000000000000004e-09			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs259964-?	20	59249254.0	20q13.32	3.0000000000000004e-09			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs4976646-?	5	177361569.0	5q35.3	4e-09			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs17656349-?	5	150226431.0	5q32	5e-09			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs7517810-?	1	172884320.0	1q24.3	8e-09			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs9297145-?	7	99161494.0	7q22.1	8e-09			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs6920220-?	6	137685367.0	6q23.3	1e-08			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs4656958-?	1	160887174.0	1q23.3	2e-08			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs11221332-?	11	128511079.0	11q24.3	2e-08			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs3764147-?	13	43883789.0	13q14.11	3.0000000000000004e-08			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs7240004-?	18	48868651.0	18q21.1	4e-08			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs6586030-?	10	80494291.0	10q23.1	5e-08			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs3180018-?	1	155260340.0	1q22	6.000000000000001e-08			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs2816958-?	1	200132792.0	1q32.1	9e-08			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs1260326-?	2	27508073.0	2p23.3	1e-07			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs1479918-?	4	122430276.0	4q27	1e-07			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs798502-?	7	2750246.0	7p22.3	2e-07			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs7404095-?	16	23853269.0	16p12.2	2e-07			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs2382817-?	2	218286495.0	2q35	2e-07			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs1811711-?	2	227805760.0	2q36.3	2e-07			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
Inflammatory_bowel_disease	MONDO_0005265	rs12103-?	1	1312114.0	1p36.33	2e-07			NR|European	28067908	de Lange KM	2017	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	False	False
