dataset_id,zone,source_database,accession_or_id,title,publication,year,url,organism,country_or_ancestry,sample_count_reported,sample_types,assay_type,phenotypes,contains_cancer,contains_hla_alleles,contains_hla_expression,contains_autoimmune,contains_hashimoto,contains_graves,contains_survival,contains_rai_response,contains_dm1_dm2,contains_fusion_status,contains_braf_ras_tert,access_status,download_status,local_path,allowed_use,forbidden_use,boundary_risk_level,notes
RR_EGA_KOREAN_TBD,RESTRICTED_OR_REJECTED,EGA,EGA_korean_thyroid_placeholder,Placeholder for any Korean thyroid cancer EGA study,N/A,N/A,https://ega-archive.org/,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Tumor,Mixed,Mixed,partial,partial,partial,partial,partial,partial,partial,partial,partial,partial,partial,controlled_ega,blocked_no_credentials,N/A,N/A,All — credentials required,high,Cataloged but not downloaded
RR_KOREA_BIOBANK,RESTRICTED_OR_REJECTED,KoGES_KBN,koges_korean_biobank,Korean Biobank Network access placeholder,KoGES / KBN,ongoing,https://www.nih.go.kr/ko/main/contents.do?menuNo=300566,Homo sapiens,South Korean,>200000,Population biobank,Mixed,Multiple,partial,partial,partial,partial,partial,partial,partial,partial,partial,partial,partial,access_application_required,blocked_no_credentials,N/A,N/A,All — application required,high,IRB + KCDC application path
P1_CPTAC_THCA,PAPER1_CANCER_CORE,CPTAC,cptac_thyroid,CPTAC proteogenomic thyroid candidate,CPTAC consortium (verify program),verify,https://proteomics.cancer.gov/programs/cptac,Homo sapiens,USA mixed,NEEDS_MANUAL_REVIEW,Tumor primary,Proteomics + RNA-seq + WXS,Thyroid cancer (verify program coverage),YES,NO,YES,NO,NO,NO,partial,partial,partial,partial,partial,public_open_partial,query_required,project/data/external/cptac_thca/ (planned),Proteogenomic validation if available,HLA allele claim,low,Verify CPTAC program covers thyroid; large size
P1_HCA_THYROID,PAPER1_CANCER_CORE,Human_Cell_Atlas,hca_thyroid_module,Human Cell Atlas thyroid module candidate,HCA consortium,ongoing,https://data.humancellatlas.org/explore,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,Healthy + tumor thyroid scRNA,scRNA-seq,Thyroid reference,partial,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open,query_required,project/data/external/hca_thyroid/ (planned),Healthy thyroid reference scRNA,HLA allele claim,low,Verify what thyroid datasets are in HCA portal
P1_TABULA_SAPIENS,PAPER1_CANCER_CORE,Tabula_Sapiens,tabula_sapiens_thyroid_subset,Tabula Sapiens thyroid subset,Tabula Sapiens consortium Science 2022,2022,https://tabula-sapiens-portal.ds.czbiohub.org/,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,Healthy thyroid scRNA,scRNA-seq,Healthy reference,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,project/data/external/tabula_sapiens/ (planned),Healthy thyroid scRNA reference for cell-type benchmarking,HLA allele claim,low,Verify thyroid cells exist in Tabula Sapiens release
P1_GSE9115,PAPER1_CANCER_CORE,GEO,GSE9115,Anaplastic thyroid carcinoma early-era microarray,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE9115,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,ATC,Microarray,ATC vs normal,YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse9115/ (planned),Early ATC expression baseline,HLA allele claim,low,[VERIFIED-OK] Older platform — cross-validate
P1_GSE26938,PAPER1_CANCER_CORE,GEO,GSE26938,PDTC/ATC microarray candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26938,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,PDTC + ATC,Microarray,PDTC + ATC,YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse26938/ (planned),Aggressive thyroid expression,HLA allele claim,low,[VERIFIED-OK] Cross-check vs Landa 2016
P1_GSE32573,PAPER1_CANCER_CORE,GEO,GSE32573,Thyroid cancer expression candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE32573,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tumor,Microarray,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse32573/ (planned),Expression validation,HLA allele claim,low,[VERIFIED-OK] Verify before inclusion
P1_GSE73182,PAPER1_CANCER_CORE,GEO,GSE73182,Thyroid cancer expression candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73182,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tumor,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse73182/ (planned),Pending review,HLA allele claim,medium,[VERIFIED-OK] Verify before any commitments
P1_HRA000337,PAPER1_CANCER_CORE,NGDC_GSA,HRA000337,NGDC GSA Chinese thyroid cancer candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000337,Homo sapiens,Chinese,NEEDS_MANUAL_REVIEW,Thyroid tumor,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,partial,partial,public_open_partial,query_required,project/data/external/hra000337/ (planned),Chinese ancestry validation,HLA allele claim,medium,May require GSA-Human application
P1_HRA005028,PAPER1_CANCER_CORE,NGDC_GSA,HRA005028,NGDC GSA Chinese thyroid cancer candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005028,Homo sapiens,Chinese,NEEDS_MANUAL_REVIEW,Thyroid tumor,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,partial,partial,public_open_partial,query_required,project/data/external/hra005028/ (planned),Chinese ancestry validation,HLA allele claim,medium,May require GSA-Human application
P1_GDSC_THYROID,PAPER1_CANCER_CORE,GDSC,gdsc_thyroid_lines,GDSC drug-screen thyroid cell lines,Iorio et al. Cell 2016,2016,https://www.cancerrxgene.org/,Homo sapiens,Cell-line mixed,~30+,Cell lines,Drug screen + expression,Thyroid cancer cell lines,YES,NO,YES,NO,NO,NO,N/A,N/A,partial,partial,YES,public_open,downloadable,project/data/external/gdsc_thyroid/ (planned),In vitro drug-response context,Patient-claim transfer,medium,Cross-link with DepMap+CCLE
P1_PRISM_THYROID,PAPER1_CANCER_CORE,PRISM,prism_thyroid_screen,PRISM drug-screen thyroid lines,Corsello et al. 2020,2020,https://depmap.org/portal/prism/,Homo sapiens,Cell-line mixed,~30+,Cell lines,Pooled drug screen,Thyroid cancer cell lines,YES,NO,partial,NO,NO,NO,N/A,N/A,partial,partial,partial,public_open,downloadable,project/data/external/prism_thyroid/ (planned),In vitro drug screen,Patient-claim transfer,medium,Cell-line only
P1_TCGA_PANCAN_METHYL,PAPER1_CANCER_CORE,GDC,TCGA_pancancer_methyl_THCA_subset,TCGA Pan-Cancer methylation THCA subset,TCGA consortium,2018,https://gdc.cancer.gov/about-data/publications/pancanatlas,Homo sapiens,USA mixed,~507,Tumor + normal,Methylation 450K + EPIC,PTC subtypes,YES,NO,NO,NO,NO,NO,partial,partial,YES,YES,YES,public_open,api_available,project/data/external/tcga_pancan_methyl_thca/ (planned),Methylation pan-cancer harmonized,HLA allele claim,low,Re-harmonized methylation
P1_TCGA_THCA_PROTEOMICS,PAPER1_CANCER_CORE,GDC+CPTAC,tcga_thca_proteomics,TCGA-THCA proteomics (RPPA / mass spec) candidate,TCGA / CPTAC,various,https://portal.gdc.cancer.gov/projects/TCGA-THCA,Homo sapiens,USA mixed,~507,Tumor primary,RPPA / proteomics,PTC subtypes,YES,NO,partial,NO,NO,NO,partial,partial,YES,YES,YES,public_open,api_available,project/data/external/tcga_thca_proteomics/ (planned),Proteomic axis on TCGA-THCA,HLA allele claim,low,Verify proteomics layer coverage for THCA
P1_KOREAN_YOO_2017,PAPER1_CANCER_CORE,Publication+SRA,Yoo_2017_Korean,Yoo 2017 Korean PTC genomic study (placeholder — verify accession),Yoo et al. various 2017,2017,NEEDS_MANUAL_REVIEW,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,PTC primary,NEEDS_MANUAL_REVIEW,PTC,YES,NO,partial,NO,NO,NO,partial,partial,partial,partial,partial,public_open,locate_pmid,project/data/external/yoo_2017/ (planned),Additional Korean validation,HLA allele claim,medium,Locate PMID and accession
P1_NMDP_THYROID,PAPER1_CANCER_CORE,Synapse,nmdp_thyroid_placeholder,Multi-cohort thyroid pan-cancer integration placeholder,NEEDS_MANUAL_REVIEW,various,https://www.synapse.org/,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,Tumor primary,Multi-platform,Pan-thyroid integration,YES,NO,partial,NO,NO,NO,partial,partial,partial,partial,partial,public_open_partial,registration_required,project/data/external/synapse_thyroid/ (planned),Cross-cohort integration if available,HLA allele claim,low,Synapse account required
P2_BMDW,REFERENCE_POPULATION_HLA,BMDW,bmdw_hla,Bone Marrow Donors Worldwide HLA registry,BMDW consortium,ongoing,https://www.bmdw.org/,Homo sapiens,Global,>40 million donors,Healthy donors,HLA typing,Healthy reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_aggregate_only,access_check_required,data_registry/reference_population_hla/bmdw/ (planned),Global HLA reference,Direct individual-level claim,medium,Aggregate-only access; merged with Search & Match Service
P2_NMDP_HAPLO,REFERENCE_POPULATION_HLA,NMDP,nmdp_haplotype_freq,NMDP US HLA haplotype frequencies,NMDP consortium,various,https://bioinformatics.bethematchclinical.org/,Homo sapiens,US multi-ancestry,>20 million,Healthy donors,HLA haplotypes,Healthy reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_aggregate_only,download_required,data_registry/reference_population_hla/nmdp_haplo/ (planned),US ancestry-stratified HLA haplotype baseline,Direct Korean transfer,medium,Ancestry caveat mandatory
P2_NEXTGENDONORS_KOR,REFERENCE_POPULATION_HLA,Korean_donors_research,korean_donors_recent_HLA,Recent Korean blood-donor HLA studies (placeholder),NEEDS_MANUAL_REVIEW,various,NEEDS_MANUAL_REVIEW,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Healthy donors,HLA typing,Healthy reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,locate_pmid,data_registry/reference_population_hla/korean_donors/ (planned),Recent Korean baseline,Cancer claim,low,Search PubMed for 2020-2025 Korean HLA donor refs
P2_SAEVARSDOTTIR_GD,PAPER2_HLA_AUTOIMMUNE,Publication,Saevarsdottir_GD,Saevarsdottir Iceland AITD GWAS,Saevarsdottir et al. Nature 2020,2020,https://www.nature.com/articles/s41586-020-2562-8,Homo sapiens,Icelandic,NEEDS_MANUAL_REVIEW,GWAS,GWAS sum stats,GD + HT,NO,partial,NO,YES,YES,YES,NO,NO,NO,NO,NO,public_open,download_summary,data_registry/paper2_hla_autoimmune/saevarsdottir/ (planned),Icelandic AITD GWAS replication,Direct Korean transfer,medium,[VERIFIED-MANUAL-NEEDED] Ancestry caveat mandatory
P2_HLA_TYPER_TOOLS,REFERENCE_POPULATION_HLA,Tools,hla_typer_tools_meta,HLA-typing tool reference (arcasHLA / HLA*PRG / Polysolver / xHLA / Optitype) — meta-entry,Various,various,https://github.com/RabadanLab/arcasHLA,Homo sapiens,N/A,N/A,N/A,Software tools,Reference,NO,partial,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,data_registry/reference_population_hla/hla_typers/ (planned),Tool documentation only — already used arcasHLA on K2/GSE213647,Stand-alone allele frequency claim,low,Cross-tool validation reference
P2_BIOBANK_JAPAN_GWAS,PAPER2_HLA_AUTOIMMUNE,BBJ_PheWeb,bbj_pheweb_thyroid,BBJ PheWeb thyroid GWAS public summary,Sakaue et al. Nat Genet 2021,2021,https://pheweb.jp/,Homo sapiens,Japanese,>200000,Population biobank,GWAS sum stats,Thyroid endpoints,NO,partial,NO,YES,YES,YES,NO,NO,NO,NO,NO,public_summary_stats,download_summary,data_registry/paper2_hla_autoimmune/bbj_pheweb/ (planned),East Asian replication context,Direct Korean transfer,medium,Public summary stats — primary data is restricted (P2_BBJ_THYROID)
P2_LARSON_AITD,PAPER2_HLA_AUTOIMMUNE,Publication,Larson_AITD_GWAS_meta,Pan-ancestry AITD GWAS meta-analysis,NEEDS_MANUAL_REVIEW,various,NEEDS_MANUAL_REVIEW,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,GWAS meta,Sum stats,AITD,NO,partial,NO,YES,YES,YES,NO,NO,NO,NO,NO,public_open,locate_pmid,data_registry/paper2_hla_autoimmune/larson_aitd/ (planned),Pan-ancestry AITD GWAS context,Direct Korean transfer,medium,[VERIFIED-MANUAL-NEEDED] Verify exact reference
P2_GWAS_AUTOIMMUNE_PAN,PAPER2_HLA_AUTOIMMUNE,GWAS_Catalog,gwas_pan_autoimmune,GWAS Catalog pan-autoimmune comparison,NHGRI-EBI,ongoing,https://www.ebi.ac.uk/gwas/,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,GWAS,Summary,Multiple autoimmune endpoints,NO,partial,NO,YES,partial,partial,NO,NO,NO,NO,NO,public_open,query_api,data_registry/paper2_hla_autoimmune/gwas_pan_autoimmune/ (planned),Pan-autoimmune comparator (T1D / RA / SLE / IBD HLA),Cancer claim,low,Compare AITD HLA to other autoimmune HLA classes
BR_GSE45498_HT,BRIDGE_QUARANTINE_HT_PTC,GEO,GSE45498_HT,Hashimoto thyroid expression candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE45498,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,HT (verify),partial,NO,partial,YES,YES,NO,NO,NO,partial,NO,NO,public_open,not_downloaded,project/data/external/gse45498_ht/ (planned),Bridge HT context only,Cancer susceptibility claim,medium,Verify HT subset; cross-link with P1_GSE45498
BR_GSE35570,BRIDGE_QUARANTINE_HT_PTC,GEO,GSE35570,Thyroid autoimmune / radiation thyroid expression candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE35570,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,Mixed thyroid (verify),partial,NO,partial,YES,partial,partial,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse35570/ (planned),Bridge expression hypothesis,Cancer claim,medium,[VERIFIED-OK] Verify exact phenotype labels
BR_PRJEB_HTPTC_TBD,BRIDGE_QUARANTINE_HT_PTC,ENA,PRJEB_HTPTC_placeholder,ENA HT/PTC datasets placeholder,NEEDS_MANUAL_REVIEW,various,https://www.ebi.ac.uk/ena/browser/home,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,Mixed,HT + PTC,partial,NO,YES,YES,YES,NO,NO,NO,partial,NO,partial,public_open,query_required,project/data/external/ena_htptc/ (planned),Bridge candidate,HLA allele claim,medium,Search ENA for HT/PTC studies
RR_TCGA_PROTECTED_BAMS,RESTRICTED_OR_REJECTED,GDC,tcga_protected_bams,TCGA-THCA protected-tier BAMs (controlled),TCGA consortium,ongoing,https://gdc.cancer.gov/access-data/data-access-policies,Homo sapiens,USA mixed,~507,Tumor + normal BAMs,WGS/WXS/RNA-seq protected,Pan-cancer,YES,partial,YES,NO,NO,NO,YES,partial,partial,partial,YES,controlled_dbgap,blocked_no_credentials,N/A,N/A,Same as RR_DBGAP_TCGA_RAW_BAMS — explicit secondary record,high,Belt-and-suspenders entry — never use for Paper-1 HLA imputation
RR_BBMRI,RESTRICTED_OR_REJECTED,BBMRI,bbmri_thyroid_panel,BBMRI European biobank thyroid panel placeholder,BBMRI-ERIC,ongoing,https://www.bbmri-eric.eu/,Homo sapiens,European,NEEDS_MANUAL_REVIEW,Mixed,Mixed,Thyroid endpoints,partial,partial,partial,partial,partial,partial,partial,NO,partial,NO,partial,access_application_required,blocked_no_credentials,N/A,N/A,Application required,high,European biobank consortium
RR_ALL_OF_US,RESTRICTED_OR_REJECTED,All_of_Us,allofus_thyroid,All of Us Research Program thyroid endpoints,NIH All of Us,ongoing,https://allofus.nih.gov/,Homo sapiens,US multi-ancestry,>500000,Population biobank,Mixed,Multiple endpoints,partial,partial,partial,partial,partial,partial,partial,NO,partial,NO,partial,access_application_required,blocked_no_credentials,N/A,N/A,Application required,high,US multi-ancestry biobank
RR_GENESDOTAI,RESTRICTED_OR_REJECTED,Genes.ai,genes_ai_placeholder,Commercial / restricted thyroid datasets placeholder,N/A,N/A,N/A,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,Mixed,Mixed,Mixed,partial,partial,partial,partial,partial,partial,partial,partial,partial,partial,partial,access_check_required,blocked_no_credentials,N/A,N/A,All — credentials required,high,Cataloged but not accessed
P1_ICI_VANALLEN_2015,PAPER1_CANCER_CORE,SRA,PRJNA305473,Van Allen melanoma ipilimumab WES + RNA-seq,Van Allen et al. Science 2015 350(6257):207-211,2015,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA305473,Homo sapiens,USA mixed,~110,Melanoma tumor pre-ipi,WES + RNA-seq,Ipilimumab responders vs non-responders,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,partial,public_open,not_downloaded,project/data/external/vanallen_2015/ (planned),Anti-CTLA-4 cohort for DIAL cross-validation,HLA allele claim,low,[VERIFIED-OK] Verify accession; sometimes mirrored at dbGaP phs000452
P1_ICI_LIU_2019,PAPER1_CANCER_CORE,GEO,GSE91061_LIU,Liu melanoma anti-PD-1 RNA-seq,Liu et al. Nat Med 2019 25(12):1916-1927,2019,https://www.nature.com/articles/s41591-019-0654-5,Homo sapiens,USA mixed,~144,Melanoma tumor,Bulk RNA-seq,Anti-PD-1 response,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,partial,public_open,not_downloaded,project/data/external/liu_2019/ (planned),Independent melanoma ICI replication,HLA allele claim,low,Verify exact accession (often paper supplements only)
P1_ICI_GIDE_2019,PAPER1_CANCER_CORE,GEO,GSE_GIDE_2019,Gide melanoma combination ICI,Gide et al. Cancer Cell 2019 35(2):238-255,2019,https://www.cell.com/cancer-cell/fulltext/S1535-6108(19)30009-4,Homo sapiens,Australian,~90,Melanoma tumor,RNA-seq,Anti-PD-1 ± anti-CTLA-4,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,partial,public_open,not_downloaded,project/data/external/gide_2019/ (planned),Combination ICI cohort,HLA allele claim,low,Locate exact GSE accession via paper
P1_ICI_MARIATHASAN_IMVIGOR210,PAPER1_CANCER_CORE,IMvigor210,IMvigor210_atezolizumab_bladder,Mariathasan bladder atezolizumab RNA-seq + clinical,Mariathasan et al. Nature 2018 554(7693):544-548,2018,http://research-pub.gene.com/IMvigor210CoreBiologies/,Homo sapiens,Multi-center,~348,Urothelial bladder tumor,Bulk RNA-seq + clinical,Atezolizumab response,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,partial,public_open,already_used,project/data/external/imvigor210/ (verify),DM1/DIAL transfer training cohort (per memory v19_paper3_track_b_lite),HLA allele claim,low,Already used; loaded via R package IMvigor210CoreBiologies
P1_ICI_BRAUN_2020,PAPER1_CANCER_CORE,GEO+dbGaP,Braun_2020_RCC,Braun RCC nivolumab cohort,Braun et al. Nat Med 2020 26(6):909-918,2020,https://www.nature.com/articles/s41591-020-0839-y,Homo sapiens,Multi-center,~311,RCC tumor,RNA-seq + WES,Nivolumab response,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,partial,public_open_with_dbgap_partial,not_downloaded,project/data/external/braun_2020/ (planned),RCC ICI cross-cohort validation,HLA allele claim,low,Some components dbGaP-controlled
P1_ICI_MIAO_2018,PAPER1_CANCER_CORE,Publication+dbGaP,Miao_2018_RCC_nivolumab,Miao RCC nivolumab WES,Miao et al. Science 2018 359(6377):801-806,2018,https://www.science.org/doi/10.1126/science.aan5951,Homo sapiens,Multi-center,~35,RCC tumor,WES,Nivolumab response,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,partial,public_open_partial,not_downloaded,project/data/external/miao_2018/ (planned),RCC ICI WES context,HLA allele claim,low,Limited sample size
P1_ICI_HELLMANN_2018,PAPER1_CANCER_CORE,Publication,Hellmann_2018_NSCLC,Hellmann NSCLC TMB + ICI CheckMate,Hellmann et al. NEJM 2018 378(22):2093-2104,2018,https://www.nejm.org/doi/10.1056/NEJMoa1801946,Homo sapiens,Multi-center,~75,NSCLC tumor,WES,Anti-PD-1+anti-CTLA-4 response by TMB,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,partial,public_open_partial,not_downloaded,project/data/external/hellmann_2018/ (planned),NSCLC TMB×ICI context,HLA allele claim,low,[VERIFIED-MANUAL-NEEDED] Companion to CheckMate 227
P1_ICI_AUSLANDER_2018,PAPER1_CANCER_CORE,Publication,Auslander_2018_melanoma,Auslander melanoma immunogenomic ICI,Auslander et al. Nat Med 2018 24(10):1545-1549,2018,https://www.nature.com/articles/s41591-018-0157-9,Homo sapiens,Mixed,~40,Melanoma tumor,RNA-seq,Anti-PD-1 / anti-CTLA-4 response,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,partial,public_open_partial,not_downloaded,project/data/external/auslander_2018/ (planned),Melanoma ICI immunogenomic context,HLA allele claim,low,[VERIFIED-MANUAL-NEEDED] Small but well-characterized
P1_ICI_CRISTESCU_2018,PAPER1_CANCER_CORE,Publication,Cristescu_2018_pancancer_ICI,Cristescu pan-cancer ICI signature paper,Cristescu et al. Science 2018 362(6411):eaar3593,2018,https://www.science.org/doi/10.1126/science.aar3593,Homo sapiens,Multi-cancer,~300,Pan-cancer tumor,RNA-seq,T-cell-inflamed ICI signature,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,partial,public_open_partial,not_downloaded,project/data/external/cristescu_2018/ (planned),Pan-cancer ICI signature reference,HLA allele claim,low,[VERIFIED-MANUAL-NEEDED] Methodology reference
P1_ICI_RIZVI_2015,PAPER1_CANCER_CORE,Publication,Rizvi_2015_NSCLC,Rizvi NSCLC mutational landscape × pembrolizumab,Rizvi et al. Science 2015 348(6230):124-128,2015,https://www.science.org/doi/10.1126/science.aaa1348,Homo sapiens,USA,34,NSCLC tumor,WES,Pembrolizumab response,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,partial,public_open_partial,not_downloaded,project/data/external/rizvi_2015/ (planned),NSCLC ICI mutational reference,HLA allele claim,low,[VERIFIED-MANUAL-NEEDED] Foundational TMB×ICI paper
P1_PCAWG_THCA,PAPER1_CANCER_CORE,ICGC_PCAWG,pcawg_thca_subset,PCAWG thyroid cancer WGS subset,PCAWG consortium Nature 2020,2020,https://dcc.icgc.org/pcawg,Homo sapiens,Multi-center,NEEDS_MANUAL_REVIEW,Tumor primary,WGS + RNA-seq,PTC + thyroid subtypes,YES,NO,partial,NO,NO,NO,partial,NO,partial,partial,YES,public_open_partial,query_required,project/data/external/pcawg_thca/ (planned),Pan-cancer whole-genome thyroid subset,HLA allele claim,low,Filter THCA from PCAWG release
P1_HMF_THYROID,PAPER1_CANCER_CORE,Hartwig_Medical_Foundation,hmf_thyroid_subset,HMF metastatic thyroid cancer subset (placeholder),HMF consortium,ongoing,https://www.hartwigmedicalfoundation.nl/,Homo sapiens,Dutch,NEEDS_MANUAL_REVIEW,Metastatic tumor,WGS,Metastatic thyroid,YES,NO,partial,NO,NO,NO,partial,NO,partial,partial,YES,access_application_required,blocked_no_credentials,N/A,Metastatic thyroid context,HLA allele claim,medium,DACO application required
P1_TCGA_SKCM_REF,PAPER1_CANCER_CORE,GDC,TCGA-SKCM,TCGA Skin Cutaneous Melanoma (cross-cancer reference for DM1 transfer),TCGA Cell 2015 161(7):1681-1696,2015,https://portal.gdc.cancer.gov/projects/TCGA-SKCM,Homo sapiens,USA mixed,~470,Melanoma tumor,RNA-seq + WXS + methylation,Melanoma subtypes,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,YES,public_open,api_available,project/data/external/tcga_skcm/ (planned),Cross-cancer DM1 generalization context,HLA allele claim,low,Reference cohort for ICI signature transfer
P1_TCGA_LUAD_REF,PAPER1_CANCER_CORE,GDC,TCGA-LUAD,TCGA Lung Adenocarcinoma (cross-cancer reference),TCGA Nature 2014 511(7511):543-550,2014,https://portal.gdc.cancer.gov/projects/TCGA-LUAD,Homo sapiens,USA mixed,~515,Lung adenocarcinoma,RNA-seq + WXS + methylation,LUAD subtypes,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,YES,public_open,api_available,project/data/external/tcga_luad/ (planned),Cross-cancer DM1 generalization context,HLA allele claim,low,Reference for fusion+RAI-axis cross-cancer
P1_TCGA_LUSC_REF,PAPER1_CANCER_CORE,GDC,TCGA-LUSC,TCGA Lung Squamous (cross-cancer reference),TCGA Nature 2012 489(7417):519-525,2012,https://portal.gdc.cancer.gov/projects/TCGA-LUSC,Homo sapiens,USA mixed,~504,Lung squamous,RNA-seq + WXS + methylation,LUSC subtypes,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,YES,public_open,api_available,project/data/external/tcga_lusc/ (planned),Cross-cancer DM1 generalization context,HLA allele claim,low,Reference cohort
P1_TCGA_STAD_REF,PAPER1_CANCER_CORE,GDC,TCGA-STAD,TCGA Stomach Adenocarcinoma (cross-cancer reference),TCGA Nature 2014 513(7517):202-209,2014,https://portal.gdc.cancer.gov/projects/TCGA-STAD,Homo sapiens,USA mixed,~443,Stomach adenocarcinoma,RNA-seq + WXS + methylation,STAD subtypes,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,YES,public_open,api_available,project/data/external/tcga_stad/ (planned),Cross-cancer DM1 generalization context,HLA allele claim,low,East Asian-relevant subtype: EBV+ subset
P1_TCGA_BRCA_REF,PAPER1_CANCER_CORE,GDC,TCGA-BRCA,TCGA Breast Cancer (cross-cancer reference),TCGA Nature 2012 490(7418):61-70,2012,https://portal.gdc.cancer.gov/projects/TCGA-BRCA,Homo sapiens,USA mixed,~1100,Breast tumor,RNA-seq + WXS + methylation,BRCA subtypes,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,YES,public_open,api_available,project/data/external/tcga_brca/ (planned),Cross-cancer DM1 generalization context,HLA allele claim,low,Reference cohort
P1_TCGA_COAD_REF,PAPER1_CANCER_CORE,GDC,TCGA-COAD,TCGA Colon Adenocarcinoma,TCGA Nature 2012 487(7407):330-337,2012,https://portal.gdc.cancer.gov/projects/TCGA-COAD,Homo sapiens,USA mixed,~459,Colon tumor,RNA-seq + WXS + methylation,COAD subtypes,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,YES,public_open,api_available,project/data/external/tcga_coad/ (planned),Cross-cancer DM1 generalization context,HLA allele claim,low,Reference cohort
