dataset_id,local_path,source_url,assay_type,sample_count,phenotype_labels,allowed_analysis,forbidden_analysis,manual_review_required,notes
P1_GNOMAD_V4,project/data/external/gnomad_v4/ (planned),https://gnomad.broadinstitute.org/,WGS+WXS variants,~807000 exomes / 76000 genomes,Reference,Latest gnomAD population variant reference,Misuse as classical-HLA-allele reference,NO,Use for somatic-vs-germline filtering only
P1_COSMIC_V100,project/data/external/cosmic_v100/ (planned),https://cancer.sanger.ac.uk/cosmic,Variant + signature DB,large,Thyroid cancer,Latest COSMIC for thyroid mutational signatures,HLA allele claim,NO,Registration required
P1_ICGC_ARGO,N/A,https://www.icgc-argo.org/,WGS + RNA-seq + clinical,>100000 planned,Pan-cancer next-gen,Next-gen pan-cancer (filter to thyroid),HLA allele claim,YES,Application required
P1_GENIE_17,project/data/external/genie_v17/ (planned),https://www.synapse.org/genie,Targeted DNA panels + clinical,>200000+ samples,Thyroid cancer subtypes,Latest GENIE release,HLA allele claim,NO,Filter to thyroid; latest release
P1_CHEMBL_THYROID,project/data/external/chembl_thyroid/ (planned),https://www.ebi.ac.uk/chembl/,Drug-target DB,N/A,Thyroid drug targets,Drug-target reference,N/A,NO,Methodology DB
P1_DRUGBANK_THYROID,project/data/external/drugbank_thyroid/ (planned),https://go.drugbank.com/,Drug DB,N/A,Thyroid drugs,Drug reference,N/A,NO,Methodology DB
P1_OPEN_PHACTS,project/data/external/open_phacts/ (planned),https://www.openphacts.org/,Drug-target DB,N/A,Thyroid drug-target,Open drug-target reference,N/A,NO,Methodology DB
P1_IMPC_THYROID,project/data/external/impc_thyroid/ (planned),https://www.mousephenotype.org/,Phenotype DB,thousands of KO,Mouse thyroid phenotype,Mouse phenotype reference,Patient-claim transfer,NO,Methodology DB
P1_KOR_NETWORK_PCT,N/A,NEEDS_MANUAL_REVIEW,Mixed,NEEDS_MANUAL_REVIEW,Multi-institution Korean,Korean precision-onc network,HLA allele claim,YES,Verify network exists
P1_KOR_ASAN_SNU_JOINT,project/data/external/asan_snu_joint/ (planned),NEEDS_MANUAL_REVIEW,Mixed,NEEDS_MANUAL_REVIEW,Korean multi-center,Asan-SNU joint cohort if released,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Verify
P1_KOR_YONSEI_THYROID,project/data/external/korean_yonsei/ (planned),NEEDS_MANUAL_REVIEW,Mixed,NEEDS_MANUAL_REVIEW,Korean cohort,Yonsei cohort reference,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Search Yonsei thyroid publications
P1_KOR_ULSAN_THYROID,project/data/external/korean_ulsan/ (planned),NEEDS_MANUAL_REVIEW,Mixed,NEEDS_MANUAL_REVIEW,Korean cohort,Ulsan cohort reference,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Search Ulsan thyroid publications
P1_KOBIC_DATASETS,project/data/external/kobic_thyroid/ (planned),https://www.kobic.re.kr/,Mixed,NEEDS_MANUAL_REVIEW,Korean datasets,Korean bio-informatics center,HLA allele claim,YES,Search KOBIC for thyroid datasets
P1_KISTI_DATASETS,project/data/external/kisti_thyroid/ (planned),https://www.kisti.re.kr/,Mixed,NEEDS_MANUAL_REVIEW,Korean datasets,KISTI Korean datasets,HLA allele claim,YES,Search KISTI
