gene_name	chrom	bin	bin_index	bin_start	bin_end
NUP205	7	chr07_bin007	91	120787320	137847092
STMP1	7	chr07_bin007	91	120787320	137847092
SLC13A4	7	chr07_bin007	91	120787320	137847092
FAM180A	7	chr07_bin007	91	120787320	137847092
MTPN	7	chr07_bin007	91	120787320	137847092
CHRM2	7	chr07_bin007	91	120787320	137847092
PTN	7	chr07_bin007	91	120787320	137847092
DGKI	7	chr07_bin007	91	120787320	137847092
CREB3L2	7	chr07_bin008	92	137874979	142681869
CREB3L2-AS1	7	chr07_bin008	92	137874979	142681869
AKR1D1	7	chr07_bin008	92	137874979	142681869
TRIM24	7	chr07_bin008	92	137874979	142681869
SVOPL	7	chr07_bin008	92	137874979	142681869
ATP6V0A4	7	chr07_bin008	92	137874979	142681869
TMEM213	7	chr07_bin008	92	137874979	142681869
KIAA1549	7	chr07_bin008	92	137874979	142681869
ZC3HAV1L	7	chr07_bin008	92	137874979	142681869
ZC3HAV1	7	chr07_bin008	92	137874979	142681869
UBN2	7	chr07_bin008	92	137874979	142681869
FMC1	7	chr07_bin008	92	137874979	142681869
LUC7L2	7	chr07_bin008	92	137874979	142681869
KLRG2	7	chr07_bin008	92	137874979	142681869
CLEC2L	7	chr07_bin008	92	137874979	142681869
HIPK2	7	chr07_bin008	92	137874979	142681869
TBXAS1	7	chr07_bin008	92	137874979	142681869
PARP12	7	chr07_bin008	92	137874979	142681869
KDM7A	7	chr07_bin008	92	137874979	142681869
KDM7A-DT	7	chr07_bin008	92	137874979	142681869
SLC37A3	7	chr07_bin008	92	137874979	142681869
RAB19	7	chr07_bin008	92	137874979	142681869
MKRN1	7	chr07_bin008	92	137874979	142681869
DENND2A	7	chr07_bin008	92	137874979	142681869
ADCK2	7	chr07_bin008	92	137874979	142681869
NDUFB2	7	chr07_bin008	92	137874979	142681869
NDUFB2-AS1	7	chr07_bin008	92	137874979	142681869
BRAF	7	chr07_bin008	92	137874979	142681869
MRPS33	7	chr07_bin008	92	137874979	142681869
TMEM178B	7	chr07_bin008	92	137874979	142681869
AGK	7	chr07_bin008	92	137874979	142681869
DENND11	7	chr07_bin008	92	137874979	142681869
WEE2-AS1	7	chr07_bin008	92	137874979	142681869
WEE2	7	chr07_bin008	92	137874979	142681869
SSBP1	7	chr07_bin008	92	137874979	142681869
TAS2R3	7	chr07_bin008	92	137874979	142681869
TAS2R4	7	chr07_bin008	92	137874979	142681869
TAS2R5	7	chr07_bin008	92	137874979	142681869
PRSS37	7	chr07_bin008	92	137874979	142681869
MGAM	7	chr07_bin008	92	137874979	142681869
OR9A4	7	chr07_bin008	92	137874979	142681869
CLEC5A	7	chr07_bin008	92	137874979	142681869
TAS2R38	7	chr07_bin008	92	137874979	142681869
MGAM2	7	chr07_bin008	92	137874979	142681869
PRSS58	7	chr07_bin008	92	137874979	142681869
TRBV1	7	chr07_bin008	92	137874979	142681869
TRBV2	7	chr07_bin008	92	137874979	142681869
TRBV3-1	7	chr07_bin008	92	137874979	142681869
TRBV4-1	7	chr07_bin008	92	137874979	142681869
TRBV5-1	7	chr07_bin008	92	137874979	142681869
TRBV6-1	7	chr07_bin008	92	137874979	142681869
TRBV7-1	7	chr07_bin008	92	137874979	142681869
TRBV4-2	7	chr07_bin008	92	137874979	142681869
TRBV6-2	7	chr07_bin008	92	137874979	142681869
TRBV7-2	7	chr07_bin008	92	137874979	142681869
TRBV8-1	7	chr07_bin008	92	137874979	142681869
TRBV5-2	7	chr07_bin008	92	137874979	142681869
TRBV6-4	7	chr07_bin008	92	137874979	142681869
TRBV7-3	7	chr07_bin008	92	137874979	142681869
TRBV8-2	7	chr07_bin008	92	137874979	142681869
TRBV5-3	7	chr07_bin008	92	137874979	142681869
TRBV9	7	chr07_bin008	92	137874979	142681869
TRBV10-1	7	chr07_bin008	92	137874979	142681869
TRBV11-1	7	chr07_bin008	92	137874979	142681869
TRBV12-1	7	chr07_bin008	92	137874979	142681869
TRBV10-2	7	chr07_bin008	92	137874979	142681869
TRBV11-2	7	chr07_bin008	92	137874979	142681869
TRBV12-2	7	chr07_bin008	92	137874979	142681869
TRBV6-5	7	chr07_bin008	92	137874979	142681869
TRBV7-4	7	chr07_bin008	92	137874979	142681869
TRBV5-4	7	chr07_bin008	92	137874979	142681869
TRBV6-6	7	chr07_bin008	92	137874979	142681869
TRBV7-5	7	chr07_bin008	92	137874979	142681869
TRBV5-5	7	chr07_bin008	92	137874979	142681869
TRBV6-7	7	chr07_bin008	92	137874979	142681869
TRBV7-6	7	chr07_bin008	92	137874979	142681869
TRBV5-6	7	chr07_bin008	92	137874979	142681869
TRBV6-8	7	chr07_bin008	92	137874979	142681869
TRBV7-7	7	chr07_bin008	92	137874979	142681869
TRBV5-7	7	chr07_bin008	92	137874979	142681869
TRBV7-9	7	chr07_bin008	92	137874979	142681869
TRBV13	7	chr07_bin008	92	137874979	142681869
TRBV10-3	7	chr07_bin008	92	137874979	142681869
TRBV11-3	7	chr07_bin008	92	137874979	142681869
TRBV12-3	7	chr07_bin008	92	137874979	142681869
TRBV12-4	7	chr07_bin008	92	137874979	142681869
TRBV12-5	7	chr07_bin008	92	137874979	142681869
TRBV14	7	chr07_bin008	92	137874979	142681869
TRBV15	7	chr07_bin008	92	137874979	142681869
TRBV16	7	chr07_bin008	92	137874979	142681869
TRBV17	7	chr07_bin008	92	137874979	142681869
TRBV18	7	chr07_bin008	92	137874979	142681869
TRBV19	7	chr07_bin008	92	137874979	142681869
TRBV20-1	7	chr07_bin008	92	137874979	142681869
TRBV21-1	7	chr07_bin008	92	137874979	142681869
TRBV22-1	7	chr07_bin008	92	137874979	142681869
TRBV23-1	7	chr07_bin008	92	137874979	142681869
TRBV24-1	7	chr07_bin008	92	137874979	142681869
TRBV25-1	7	chr07_bin008	92	137874979	142681869
TRBVA	7	chr07_bin008	92	137874979	142681869
TRBV26	7	chr07_bin009	93	142695699	150750033
TRBVB	7	chr07_bin009	93	142695699	150750033
TRBV27	7	chr07_bin009	93	142695699	150750033
TRBV28	7	chr07_bin009	93	142695699	150750033
TRBV29-1	7	chr07_bin009	93	142695699	150750033
PRSS1	7	chr07_bin009	93	142695699	150750033
PRSS2	7	chr07_bin009	93	142695699	150750033
TRBD1	7	chr07_bin009	93	142695699	150750033
TRBJ1-1	7	chr07_bin009	93	142695699	150750033
TRBJ1-2	7	chr07_bin009	93	142695699	150750033
TRBJ1-3	7	chr07_bin009	93	142695699	150750033
TRBJ1-4	7	chr07_bin009	93	142695699	150750033
TRBJ1-5	7	chr07_bin009	93	142695699	150750033
TRBJ1-6	7	chr07_bin009	93	142695699	150750033
TRBC1	7	chr07_bin009	93	142695699	150750033
TRBJ2-1	7	chr07_bin009	93	142695699	150750033
TRBJ2-2	7	chr07_bin009	93	142695699	150750033
TRBJ2-2P	7	chr07_bin009	93	142695699	150750033
TRBJ2-3	7	chr07_bin009	93	142695699	150750033
TRBJ2-4	7	chr07_bin009	93	142695699	150750033
TRBJ2-5	7	chr07_bin009	93	142695699	150750033
TRBJ2-6	7	chr07_bin009	93	142695699	150750033
TRBJ2-7	7	chr07_bin009	93	142695699	150750033
TRBC2	7	chr07_bin009	93	142695699	150750033
TRBV30	7	chr07_bin009	93	142695699	150750033
EPHB6	7	chr07_bin009	93	142695699	150750033
TRPV6	7	chr07_bin009	93	142695699	150750033
TRPV5	7	chr07_bin009	93	142695699	150750033
LLCFC1	7	chr07_bin009	93	142695699	150750033
KEL	7	chr07_bin009	93	142695699	150750033
OR9A2	7	chr07_bin009	93	142695699	150750033
OR6V1	7	chr07_bin009	93	142695699	150750033
PIP	7	chr07_bin009	93	142695699	150750033
TAS2R39	7	chr07_bin009	93	142695699	150750033
TAS2R40	7	chr07_bin009	93	142695699	150750033
GSTK1	7	chr07_bin009	93	142695699	150750033
TMEM139	7	chr07_bin009	93	142695699	150750033
CASP2	7	chr07_bin009	93	142695699	150750033
CLCN1	7	chr07_bin009	93	142695699	150750033
FAM131B	7	chr07_bin009	93	142695699	150750033
ZYX	7	chr07_bin009	93	142695699	150750033
EPHA1	7	chr07_bin009	93	142695699	150750033
EPHA1-AS1	7	chr07_bin009	93	142695699	150750033
TAS2R60	7	chr07_bin009	93	142695699	150750033
TAS2R41	7	chr07_bin009	93	142695699	150750033
CTAGE15	7	chr07_bin009	93	142695699	150750033
TCAF2	7	chr07_bin009	93	142695699	150750033
TCAF2C	7	chr07_bin009	93	142695699	150750033
CTAGE6	7	chr07_bin009	93	142695699	150750033
TCAF1	7	chr07_bin009	93	142695699	150750033
OR2F2	7	chr07_bin009	93	142695699	150750033
OR2F1	7	chr07_bin009	93	142695699	150750033
OR6B1	7	chr07_bin009	93	142695699	150750033
OR2A5	7	chr07_bin009	93	142695699	150750033
OR2A25	7	chr07_bin009	93	142695699	150750033
OR2A12	7	chr07_bin009	93	142695699	150750033
OR2A2	7	chr07_bin009	93	142695699	150750033
OR2A14	7	chr07_bin009	93	142695699	150750033
CTAGE4	7	chr07_bin009	93	142695699	150750033
ARHGEF35	7	chr07_bin009	93	142695699	150750033
OR2A42	7	chr07_bin009	93	142695699	150750033
OR2A1-AS1	7	chr07_bin009	93	142695699	150750033
OR2A7	7	chr07_bin009	93	142695699	150750033
CTAGE8	7	chr07_bin009	93	142695699	150750033
OR2A1	7	chr07_bin009	93	142695699	150750033
ARHGEF5	7	chr07_bin009	93	142695699	150750033
NOBOX	7	chr07_bin009	93	142695699	150750033
TPK1	7	chr07_bin009	93	142695699	150750033
CNTNAP2	7	chr07_bin009	93	142695699	150750033
C7orf33	7	chr07_bin009	93	142695699	150750033
CUL1	7	chr07_bin009	93	142695699	150750033
EZH2	7	chr07_bin009	93	142695699	150750033
GHET1	7	chr07_bin009	93	142695699	150750033
PDIA4	7	chr07_bin009	93	142695699	150750033
ZNF786	7	chr07_bin009	93	142695699	150750033
ZNF425	7	chr07_bin009	93	142695699	150750033
ZNF398	7	chr07_bin009	93	142695699	150750033
ZNF282	7	chr07_bin009	93	142695699	150750033
ZNF212	7	chr07_bin009	93	142695699	150750033
ZNF783	7	chr07_bin009	93	142695699	150750033
ZNF777	7	chr07_bin009	93	142695699	150750033
ZNF746	7	chr07_bin009	93	142695699	150750033
KRBA1	7	chr07_bin009	93	142695699	150750033
ZNF467	7	chr07_bin009	93	142695699	150750033
ZNF862	7	chr07_bin009	93	142695699	150750033
ATP6V0E2-AS1	7	chr07_bin009	93	142695699	150750033
ATP6V0E2	7	chr07_bin009	93	142695699	150750033
ACTR3C	7	chr07_bin009	93	142695699	150750033
LRRC61	7	chr07_bin009	93	142695699	150750033
RARRES2	7	chr07_bin009	93	142695699	150750033
REPIN1	7	chr07_bin009	93	142695699	150750033
ZNF775	7	chr07_bin009	93	142695699	150750033
LINC00996	7	chr07_bin009	93	142695699	150750033
GIMAP8	7	chr07_bin009	93	142695699	150750033
GIMAP7	7	chr07_bin009	93	142695699	150750033
GIMAP4	7	chr07_bin009	93	142695699	150750033
GIMAP6	7	chr07_bin009	93	142695699	150750033
GIMAP2	7	chr07_bin009	93	142695699	150750033
GIMAP1	7	chr07_bin009	93	142695699	150750033
GIMAP5	7	chr07_bin009	93	142695699	150750033
TMEM176B	7	chr07_bin010	94	150791285	159144867
TMEM176A	7	chr07_bin010	94	150791285	159144867
AOC1	7	chr07_bin010	94	150791285	159144867
KCNH2	7	chr07_bin010	94	150791285	159144867
NOS3	7	chr07_bin010	94	150791285	159144867
ATG9B	7	chr07_bin010	94	150791285	159144867
ABCB8	7	chr07_bin010	94	150791285	159144867
ASIC3	7	chr07_bin010	94	150791285	159144867
CDK5	7	chr07_bin010	94	150791285	159144867
SLC4A2	7	chr07_bin010	94	150791285	159144867
FASTK	7	chr07_bin010	94	150791285	159144867
TMUB1	7	chr07_bin010	94	150791285	159144867
AGAP3	7	chr07_bin010	94	150791285	159144867
GBX1	7	chr07_bin010	94	150791285	159144867
ASB10	7	chr07_bin010	94	150791285	159144867
IQCA1L	7	chr07_bin010	94	150791285	159144867
ABCF2	7	chr07_bin010	94	150791285	159144867
CHPF2	7	chr07_bin010	94	150791285	159144867
SMARCD3	7	chr07_bin010	94	150791285	159144867
NUB1	7	chr07_bin010	94	150791285	159144867
WDR86	7	chr07_bin010	94	150791285	159144867
WDR86-AS1	7	chr07_bin010	94	150791285	159144867
CRYGN	7	chr07_bin010	94	150791285	159144867
RHEB	7	chr07_bin010	94	150791285	159144867
PRKAG2	7	chr07_bin010	94	150791285	159144867
PRKAG2-AS1	7	chr07_bin010	94	150791285	159144867
GALNTL5	7	chr07_bin010	94	150791285	159144867
GALNT11	7	chr07_bin010	94	150791285	159144867
KMT2C	7	chr07_bin010	94	150791285	159144867
LINC01003	7	chr07_bin010	94	150791285	159144867
XRCC2	7	chr07_bin010	94	150791285	159144867
ACTR3B	7	chr07_bin010	94	150791285	159144867
LINC01287	7	chr07_bin010	94	150791285	159144867
DPP6	7	chr07_bin010	94	150791285	159144867
PAXIP1-AS2	7	chr07_bin010	94	150791285	159144867
PAXIP1	7	chr07_bin010	94	150791285	159144867
HTR5A-AS1	7	chr07_bin010	94	150791285	159144867
HTR5A	7	chr07_bin010	94	150791285	159144867
INSIG1	7	chr07_bin010	94	150791285	159144867
BLACE	7	chr07_bin010	94	150791285	159144867
EN2	7	chr07_bin010	94	150791285	159144867
CNPY1	7	chr07_bin010	94	150791285	159144867
RBM33	7	chr07_bin010	94	150791285	159144867
SHH	7	chr07_bin010	94	150791285	159144867
LINC00244	7	chr07_bin010	94	150791285	159144867
RNF32	7	chr07_bin010	94	150791285	159144867
LMBR1	7	chr07_bin010	94	150791285	159144867
NOM1	7	chr07_bin010	94	150791285	159144867
MNX1	7	chr07_bin010	94	150791285	159144867
MNX1-AS2	7	chr07_bin010	94	150791285	159144867
MNX1-AS1	7	chr07_bin010	94	150791285	159144867
UBE3C	7	chr07_bin010	94	150791285	159144867
DNAJB6	7	chr07_bin010	94	150791285	159144867
PTPRN2	7	chr07_bin010	94	150791285	159144867
LINC01022	7	chr07_bin010	94	150791285	159144867
NCAPG2	7	chr07_bin010	94	150791285	159144867
ESYT2	7	chr07_bin010	94	150791285	159144867
LINC00689	7	chr07_bin010	94	150791285	159144867
VIPR2	7	chr07_bin010	94	150791285	159144867
OR4F21	8	chr08_bin000	95	166086	17246878
ZNF596	8	chr08_bin000	95	166086	17246878
FAM87A	8	chr08_bin000	95	166086	17246878
FBXO25	8	chr08_bin000	95	166086	17246878
TDRP	8	chr08_bin000	95	166086	17246878
ERICH1	8	chr08_bin000	95	166086	17246878
DLGAP2	8	chr08_bin000	95	166086	17246878
DLGAP2-AS1	8	chr08_bin000	95	166086	17246878
CLN8	8	chr08_bin000	95	166086	17246878
KBTBD11-OT1	8	chr08_bin000	95	166086	17246878
ARHGEF10	8	chr08_bin000	95	166086	17246878
KBTBD11	8	chr08_bin000	95	166086	17246878
MYOM2	8	chr08_bin000	95	166086	17246878
CSMD1	8	chr08_bin000	95	166086	17246878
MCPH1	8	chr08_bin000	95	166086	17246878
ANGPT2	8	chr08_bin000	95	166086	17246878
MCPH1-AS1	8	chr08_bin000	95	166086	17246878
AGPAT5	8	chr08_bin000	95	166086	17246878
XKR5	8	chr08_bin000	95	166086	17246878
DEFB1	8	chr08_bin000	95	166086	17246878
DEFA6	8	chr08_bin000	95	166086	17246878
DEFA4	8	chr08_bin000	95	166086	17246878
DEFA1	8	chr08_bin000	95	166086	17246878
DEFA1B	8	chr08_bin000	95	166086	17246878
DEFA3	8	chr08_bin000	95	166086	17246878
DEFA5	8	chr08_bin000	95	166086	17246878
FAM66B	8	chr08_bin000	95	166086	17246878
USP17L1	8	chr08_bin000	95	166086	17246878
USP17L4	8	chr08_bin000	95	166086	17246878
ZNF705G	8	chr08_bin000	95	166086	17246878
DEFB4B	8	chr08_bin000	95	166086	17246878
DEFB103B	8	chr08_bin000	95	166086	17246878
SPAG11B	8	chr08_bin000	95	166086	17246878
DEFB104B	8	chr08_bin000	95	166086	17246878
DEFB106B	8	chr08_bin000	95	166086	17246878
DEFB105B	8	chr08_bin000	95	166086	17246878
DEFB107B	8	chr08_bin000	95	166086	17246878
PRR23D1	8	chr08_bin000	95	166086	17246878
PRR23D2	8	chr08_bin000	95	166086	17246878
DEFB107A	8	chr08_bin000	95	166086	17246878
DEFB105A	8	chr08_bin000	95	166086	17246878
DEFB106A	8	chr08_bin000	95	166086	17246878
DEFB104A	8	chr08_bin000	95	166086	17246878
SPAG11A	8	chr08_bin000	95	166086	17246878
DEFB103A	8	chr08_bin000	95	166086	17246878
DEFB4A	8	chr08_bin000	95	166086	17246878
ZNF705B	8	chr08_bin000	95	166086	17246878
FAM66E	8	chr08_bin000	95	166086	17246878
USP17L8	8	chr08_bin000	95	166086	17246878
USP17L3	8	chr08_bin000	95	166086	17246878
FAM85B	8	chr08_bin000	95	166086	17246878
PRAG1	8	chr08_bin000	95	166086	17246878
CLDN23	8	chr08_bin000	95	166086	17246878
MFHAS1	8	chr08_bin000	95	166086	17246878
ERI1	8	chr08_bin000	95	166086	17246878
PPP1R3B	8	chr08_bin000	95	166086	17246878
TNKS	8	chr08_bin000	95	166086	17246878
MSRA	8	chr08_bin000	95	166086	17246878
PRSS51	8	chr08_bin000	95	166086	17246878
PRSS55	8	chr08_bin000	95	166086	17246878
RP1L1	8	chr08_bin000	95	166086	17246878
C8orf74	8	chr08_bin000	95	166086	17246878
SOX7	8	chr08_bin000	95	166086	17246878
PINX1	8	chr08_bin000	95	166086	17246878
XKR6	8	chr08_bin000	95	166086	17246878
LINC00529	8	chr08_bin000	95	166086	17246878
MTMR9	8	chr08_bin000	95	166086	17246878
SLC35G5	8	chr08_bin000	95	166086	17246878
FAM167A-AS1	8	chr08_bin000	95	166086	17246878
FAM167A	8	chr08_bin000	95	166086	17246878
BLK	8	chr08_bin000	95	166086	17246878
LINC00208	8	chr08_bin000	95	166086	17246878
GATA4	8	chr08_bin000	95	166086	17246878
NEIL2	8	chr08_bin000	95	166086	17246878
FDFT1	8	chr08_bin000	95	166086	17246878
CTSB	8	chr08_bin000	95	166086	17246878
DEFB136	8	chr08_bin000	95	166086	17246878
DEFB135	8	chr08_bin000	95	166086	17246878
DEFB134	8	chr08_bin000	95	166086	17246878
DEFB130B	8	chr08_bin000	95	166086	17246878
ZNF705D	8	chr08_bin000	95	166086	17246878
FAM66D	8	chr08_bin000	95	166086	17246878
USP17L7	8	chr08_bin000	95	166086	17246878
USP17L2	8	chr08_bin000	95	166086	17246878
FAM86B1	8	chr08_bin000	95	166086	17246878
DEFB130A	8	chr08_bin000	95	166086	17246878
FAM66A	8	chr08_bin000	95	166086	17246878
FAM86B2	8	chr08_bin000	95	166086	17246878
LONRF1	8	chr08_bin000	95	166086	17246878
LINC00681	8	chr08_bin000	95	166086	17246878
TRMT9B	8	chr08_bin000	95	166086	17246878
DLC1	8	chr08_bin000	95	166086	17246878
C8orf48	8	chr08_bin000	95	166086	17246878
SGCZ	8	chr08_bin000	95	166086	17246878
TUSC3	8	chr08_bin000	95	166086	17246878
MSR1	8	chr08_bin000	95	166086	17246878
FGF20	8	chr08_bin000	95	166086	17246878
MICU3	8	chr08_bin000	95	166086	17246878
ZDHHC2	8	chr08_bin000	95	166086	17246878
CNOT7	8	chr08_bin000	95	166086	17246878
VPS37A	8	chr08_bin001	96	17246931	29798492
MTMR7	8	chr08_bin001	96	17246931	29798492
SLC7A2	8	chr08_bin001	96	17246931	29798492
PDGFRL	8	chr08_bin001	96	17246931	29798492
MTUS1	8	chr08_bin001	96	17246931	29798492
FGL1	8	chr08_bin001	96	17246931	29798492
PCM1	8	chr08_bin001	96	17246931	29798492
ASAH1	8	chr08_bin001	96	17246931	29798492
NAT1	8	chr08_bin001	96	17246931	29798492
NAT2	8	chr08_bin001	96	17246931	29798492
PSD3	8	chr08_bin001	96	17246931	29798492
SH2D4A	8	chr08_bin001	96	17246931	29798492
CSGALNACT1	8	chr08_bin001	96	17246931	29798492
INTS10	8	chr08_bin001	96	17246931	29798492
LPL	8	chr08_bin001	96	17246931	29798492
SLC18A1	8	chr08_bin001	96	17246931	29798492
ATP6V1B2	8	chr08_bin001	96	17246931	29798492
LZTS1	8	chr08_bin001	96	17246931	29798492
LZTS1-AS1	8	chr08_bin001	96	17246931	29798492
LINC02153	8	chr08_bin001	96	17246931	29798492
GFRA2	8	chr08_bin001	96	17246931	29798492
DOK2	8	chr08_bin001	96	17246931	29798492
XPO7	8	chr08_bin001	96	17246931	29798492
NPM2	8	chr08_bin001	96	17246931	29798492
FGF17	8	chr08_bin001	96	17246931	29798492
DMTN	8	chr08_bin001	96	17246931	29798492
NUDT18	8	chr08_bin001	96	17246931	29798492
HR	8	chr08_bin001	96	17246931	29798492
REEP4	8	chr08_bin001	96	17246931	29798492
LGI3	8	chr08_bin001	96	17246931	29798492
SFTPC	8	chr08_bin001	96	17246931	29798492
BMP1	8	chr08_bin001	96	17246931	29798492
PHYHIP	8	chr08_bin001	96	17246931	29798492
POLR3D	8	chr08_bin001	96	17246931	29798492
PIWIL2	8	chr08_bin001	96	17246931	29798492
SLC39A14	8	chr08_bin001	96	17246931	29798492
PPP3CC	8	chr08_bin001	96	17246931	29798492
SORBS3	8	chr08_bin001	96	17246931	29798492
PDLIM2	8	chr08_bin001	96	17246931	29798492
C8orf58	8	chr08_bin001	96	17246931	29798492
CCAR2	8	chr08_bin001	96	17246931	29798492
BIN3	8	chr08_bin001	96	17246931	29798492
EGR3	8	chr08_bin001	96	17246931	29798492
PEBP4	8	chr08_bin001	96	17246931	29798492
RHOBTB2	8	chr08_bin001	96	17246931	29798492
TNFRSF10B	8	chr08_bin001	96	17246931	29798492
TNFRSF10C	8	chr08_bin001	96	17246931	29798492
TNFRSF10D	8	chr08_bin001	96	17246931	29798492
TNFRSF10A-AS1	8	chr08_bin001	96	17246931	29798492
TNFRSF10A	8	chr08_bin001	96	17246931	29798492
CHMP7	8	chr08_bin001	96	17246931	29798492
R3HCC1	8	chr08_bin001	96	17246931	29798492
LOXL2	8	chr08_bin001	96	17246931	29798492
ENTPD4	8	chr08_bin001	96	17246931	29798492
SLC25A37	8	chr08_bin001	96	17246931	29798492
NKX3-1	8	chr08_bin001	96	17246931	29798492
NKX2-6	8	chr08_bin001	96	17246931	29798492
STC1	8	chr08_bin001	96	17246931	29798492
ADAM28	8	chr08_bin001	96	17246931	29798492
ADAMDEC1	8	chr08_bin001	96	17246931	29798492
ADAM7	8	chr08_bin001	96	17246931	29798492
NEFM	8	chr08_bin001	96	17246931	29798492
NEFL	8	chr08_bin001	96	17246931	29798492
DOCK5	8	chr08_bin001	96	17246931	29798492
GNRH1	8	chr08_bin001	96	17246931	29798492
KCTD9	8	chr08_bin001	96	17246931	29798492
CDCA2	8	chr08_bin001	96	17246931	29798492
EBF2	8	chr08_bin001	96	17246931	29798492
PPP2R2A	8	chr08_bin001	96	17246931	29798492
BNIP3L	8	chr08_bin001	96	17246931	29798492
PNMA2	8	chr08_bin001	96	17246931	29798492
DPYSL2	8	chr08_bin001	96	17246931	29798492
ADRA1A	8	chr08_bin001	96	17246931	29798492
STMN4	8	chr08_bin001	96	17246931	29798492
TRIM35	8	chr08_bin001	96	17246931	29798492
PTK2B	8	chr08_bin001	96	17246931	29798492
CHRNA2	8	chr08_bin001	96	17246931	29798492
EPHX2	8	chr08_bin001	96	17246931	29798492
CLU	8	chr08_bin001	96	17246931	29798492
SCARA3	8	chr08_bin001	96	17246931	29798492
CCDC25	8	chr08_bin001	96	17246931	29798492
ESCO2	8	chr08_bin001	96	17246931	29798492
PBK	8	chr08_bin001	96	17246931	29798492
SCARA5	8	chr08_bin001	96	17246931	29798492
NUGGC	8	chr08_bin001	96	17246931	29798492
ELP3	8	chr08_bin001	96	17246931	29798492
PNOC	8	chr08_bin001	96	17246931	29798492
ZNF395	8	chr08_bin001	96	17246931	29798492
FBXO16	8	chr08_bin001	96	17246931	29798492
FZD3	8	chr08_bin001	96	17246931	29798492
EXTL3	8	chr08_bin001	96	17246931	29798492
EXTL3-AS1	8	chr08_bin001	96	17246931	29798492
INTS9	8	chr08_bin001	96	17246931	29798492
INTS9-AS1	8	chr08_bin001	96	17246931	29798492
HMBOX1	8	chr08_bin001	96	17246931	29798492
HMBOX1-IT1	8	chr08_bin001	96	17246931	29798492
KIF13B	8	chr08_bin001	96	17246931	29798492
DUSP4	8	chr08_bin001	96	17246931	29798492
LINC00589	8	chr08_bin001	96	17246931	29798492
LINC02099	8	chr08_bin001	96	17246931	29798492
LINC02209	8	chr08_bin002	97	29920560	53251637
SARAF	8	chr08_bin002	97	29920560	53251637
LEPROTL1	8	chr08_bin002	97	29920560	53251637
MBOAT4	8	chr08_bin002	97	29920560	53251637
DCTN6	8	chr08_bin002	97	29920560	53251637
RBPMS-AS1	8	chr08_bin002	97	29920560	53251637
RBPMS	8	chr08_bin002	97	29920560	53251637
GTF2E2	8	chr08_bin002	97	29920560	53251637
SMIM18	8	chr08_bin002	97	29920560	53251637
GSR	8	chr08_bin002	97	29920560	53251637
UBXN8	8	chr08_bin002	97	29920560	53251637
PPP2CB	8	chr08_bin002	97	29920560	53251637
TEX15	8	chr08_bin002	97	29920560	53251637
PURG	8	chr08_bin002	97	29920560	53251637
WRN	8	chr08_bin002	97	29920560	53251637
NRG1	8	chr08_bin002	97	29920560	53251637
NRG1-IT1	8	chr08_bin002	97	29920560	53251637
NRG1-IT3	8	chr08_bin002	97	29920560	53251637
FUT10	8	chr08_bin002	97	29920560	53251637
TTI2	8	chr08_bin002	97	29920560	53251637
MAK16	8	chr08_bin002	97	29920560	53251637
RNF122	8	chr08_bin002	97	29920560	53251637
DUSP26	8	chr08_bin002	97	29920560	53251637
LINC01288	8	chr08_bin002	97	29920560	53251637
UNC5D	8	chr08_bin002	97	29920560	53251637
KCNU1	8	chr08_bin002	97	29920560	53251637
LINC01605	8	chr08_bin002	97	29920560	53251637
ZNF703	8	chr08_bin002	97	29920560	53251637
ERLIN2	8	chr08_bin002	97	29920560	53251637
PLPBP	8	chr08_bin002	97	29920560	53251637
ADGRA2	8	chr08_bin002	97	29920560	53251637
BRF2	8	chr08_bin002	97	29920560	53251637
RAB11FIP1	8	chr08_bin002	97	29920560	53251637
GOT1L1	8	chr08_bin002	97	29920560	53251637
ADRB3	8	chr08_bin002	97	29920560	53251637
EIF4EBP1	8	chr08_bin002	97	29920560	53251637
ASH2L	8	chr08_bin002	97	29920560	53251637
STAR	8	chr08_bin002	97	29920560	53251637
LSM1	8	chr08_bin002	97	29920560	53251637
BAG4	8	chr08_bin002	97	29920560	53251637
DDHD2	8	chr08_bin002	97	29920560	53251637
PLPP5	8	chr08_bin002	97	29920560	53251637
NSD3	8	chr08_bin002	97	29920560	53251637
LETM2	8	chr08_bin002	97	29920560	53251637
FGFR1	8	chr08_bin002	97	29920560	53251637
TACC1	8	chr08_bin002	97	29920560	53251637
PLEKHA2	8	chr08_bin002	97	29920560	53251637
HTRA4	8	chr08_bin002	97	29920560	53251637
TM2D2	8	chr08_bin002	97	29920560	53251637
ADAM9	8	chr08_bin002	97	29920560	53251637
ADAM32	8	chr08_bin002	97	29920560	53251637
ADAM18	8	chr08_bin002	97	29920560	53251637
ADAM2	8	chr08_bin002	97	29920560	53251637
IDO1	8	chr08_bin002	97	29920560	53251637
IDO2	8	chr08_bin002	97	29920560	53251637
TCIM	8	chr08_bin002	97	29920560	53251637
SIRLNT	8	chr08_bin002	97	29920560	53251637
ZMAT4	8	chr08_bin002	97	29920560	53251637
SFRP1	8	chr08_bin002	97	29920560	53251637
GOLGA7	8	chr08_bin002	97	29920560	53251637
GINS4	8	chr08_bin002	97	29920560	53251637
GPAT4	8	chr08_bin002	97	29920560	53251637
NKX6-3	8	chr08_bin002	97	29920560	53251637
